date,open_SO2,sate_SO2,"Golden Temple, Amritsar - PPCB"
2020-11-24,6.914999999999999,-0.0751225894,18.41
2020-11-25,7.369583333333335,0.0844993628,2.1
2020-11-26,9.328333333333337,0.260419577,7.74
2020-11-27,10.160416666666668,0.0460859469999999,8.53
2020-11-28,11.068750000000003,0.361633569,9.83
2020-11-29,29.34166666666667,0.0823548238,12.05
2020-11-30,13.77083333333333,0.10825792,5.99
2020-12-01,18.072499999999994,-0.457113177,6.61
2020-12-02,17.900833333333335,-0.232275203,8.99
2020-12-03,13.080416666666672,-0.198600143,19.14
2020-12-04,13.584166666666665,0.1283545167999999,12.18
2020-12-05,14.680416666666666,-0.236666664,11.93
2020-12-06,17.86375,0.0739566146,14.75
2020-12-07,13.40416666666667,0.042798407,17.97
2020-12-08,12.085,0.0171229927999999,6.0
2020-12-09,9.248333333333337,0.1619710448,6.14
2020-12-10,8.667499999999999,-0.280129969,8.57
2020-12-11,10.815833333333336,-0.0147061092,7.9
2020-12-12,6.668333333333334,0.179992199,5.18
2020-12-13,9.503750000000002,0.1748224822,2.92
2020-12-14,11.481666666666662,-0.0418750106,3.26
2020-12-15,9.025833333333336,0.027207493,2.57
2020-12-16,9.64208333333333,-0.034664709,2.73
2020-12-17,10.465833333333334,-0.065428227,3.34
2020-12-18,12.752499999999996,0.177939996,5.32
2020-12-19,9.79125,0.071368299,7.86
2020-12-20,9.336249999999996,0.0903850982,4.12
2020-12-21,16.289166666666663,0.68236357,3.13
2020-12-22,19.79916666666666,0.0756671508,5.35
2020-12-23,16.32916666666667,-0.123564936,5.37
2020-12-24,21.34583333333333,0.1203429863999999,5.95
2020-12-25,15.0075,-0.066588044,6.42
2020-12-26,16.250416666666666,-0.100032061,3.18
2020-12-27,7.584583333333335,0.1105052156,2.86
2020-12-28,8.713333333333335,0.06080756,2.55
2020-12-29,8.844166666666666,-0.0415433393999999,6.65
2020-12-30,12.586666666666668,0.111406912,11.63
2020-12-31,13.875833333333333,0.1638763194,17.97
2021-01-01,14.755416666666669,0.0118826928,7.27
2021-01-02,15.373750000000005,0.0477408216,18.08
2021-01-03,8.241249999999999,0.0997596458,13.9
2021-01-04,8.335833333333333,0.0977335841999999,11.41
2021-01-05,7.080833333333332,0.0531451528,8.24
2021-01-06,11.277916666666668,-0.0014368284,9.61
2021-01-07,19.99541666666667,0.0725706838,8.01
2021-01-08,9.615,0.260672539,10.0
2021-01-09,8.295416666666668,0.0978641324,5.36
2021-01-10,10.192916666666669,0.0738116672,5.17
2021-01-11,11.534583333333332,0.0380188993999999,5.98
2021-01-12,13.153333333333334,-0.0111782412,6.88
2021-01-13,16.180416666666662,0.0593653654,8.65
2021-01-14,13.406666666666672,0.2482918994,5.91
2021-01-15,13.422916666666666,-0.0837654083999999,13.22
2021-01-16,13.478333333333332,0.0907930516,6.82
2021-01-17,6.644166666666667,0.0387402758,6.99
2021-01-18,10.165416666666667,-0.191603243,10.52
2021-01-19,10.59125,0.42321676,8.32
2021-01-20,11.36,0.048477475,7.33
2021-01-21,15.821666666666667,-0.0211375272,10.33
2021-01-22,13.06875,-0.0583831718,9.8
2021-01-23,8.537083333333333,0.045126213,8.13
2021-01-24,8.482500000000002,0.0819858716,10.54
2021-01-25,12.48833333333333,-0.0324917679999999,7.3
2021-01-26,13.3155,-0.212729812,7.84
2021-01-27,6.425000000000001,-0.047503773,6.03
2021-01-28,20.86916666666666,0.118223106,8.4
2021-01-29,11.076249999999996,0.274609119,8.85
2021-01-30,13.104999999999997,0.1670967078,7.68
2021-01-31,12.679166666666664,-0.268507868,9.19
2021-02-01,11.467083333333337,0.0645855294,11.04
2021-02-02,19.93583333333334,0.279047281,10.17
2021-02-03,12.904583333333337,0.239245385,12.88
2021-02-04,12.385,0.0688683466,8.24
2021-02-05,10.364999999999997,-0.295717001,13.75
2021-02-06,9.679166666666664,-0.0106899997999999,8.56
2021-02-07,15.90708333333333,0.095690593,10.02
2021-02-08,34.37041666666668,-0.0594633311999999,7.83
2021-02-09,20.394166666666667,0.089801416,11.66
2021-02-10,12.174583333333333,-0.0580235688,14.56
2021-02-11,21.423333333333336,-0.179990456,8.92
2021-02-12,20.13625,0.189999998,9.51
2021-02-13,21.214583333333334,0.1352564098,10.18
2021-02-14,20.53375,0.179939672,8.6
2021-02-15,15.04125,0.0607432372,14.77
2021-02-16,17.47458333333333,-0.062203616,17.33
2021-02-17,22.684166666666663,0.2527518321999999,15.43
2021-02-18,15.05125,0.018700941,13.96
2021-02-19,16.031250000000004,0.100646041,10.14
2021-02-20,15.321666666666667,0.199635491,9.26
2021-02-21,11.084583333333336,-0.150536895,9.34
2021-02-22,16.326250000000005,0.1296382326,10.41
2021-02-23,9.770833333333334,0.250661045,10.65
2021-02-24,14.147916666666672,0.1050300002,25.85
2021-02-25,10.679166666666667,0.181971863,16.42
2021-02-26,6.93041666666667,-0.047283689,15.74
2021-02-27,10.4525,-0.019230919,9.51
2021-02-28,7.75375,-0.054552011,17.97
2021-03-01,12.035833333333336,0.0163482257999999,14.61
2021-03-02,12.125416666666668,0.143662706,10.53
2021-03-03,16.3475,0.0487226874,15.18
2021-03-04,10.018749999999995,-0.264211982,17.82
2021-03-05,13.922916666666666,-0.0115625806,11.47
2021-03-06,8.635,0.440020055,17.8
2021-03-07,4.847500000000001,0.159999996,14.12
2021-03-08,9.780416666666667,-0.006487325,16.18
2021-03-09,19.07333333333333,-0.073225424,23.22
2021-03-10,9.985833333333334,0.1322772284,17.76
2021-03-11,8.674166666666665,0.352437973,21.74
2021-03-12,7.854999999999998,0.2506263646,16.56
2021-03-13,7.0320833333333335,0.0818837261999999,34.05
2021-03-14,8.583478260869564,0.1121634804,11.93
2021-03-15,9.709166666666668,0.326837093,10.35
2021-03-16,9.920416666666668,-0.052133668,11.43
2021-03-17,10.089166666666667,0.0802511148,15.98
2021-03-18,9.515833333333337,0.550000012,17.08
2021-03-19,9.53625,-0.060471038,11.68
2021-03-20,8.664166666666665,-0.116311841,14.47
2021-03-21,6.895416666666666,0.0802632688,15.59
2021-03-22,6.968750000000001,0.0396907066,10.6
2021-03-23,7.2425,0.385354042,9.27
2021-03-24,8.069999999999999,-0.150486022,15.89
2021-03-25,10.515833333333331,-0.003323279,12.27
2021-03-26,11.13625,0.0538295223999999,12.07
2021-03-27,9.25875,0.005431423,13.78
2021-03-28,13.771250000000002,0.2365172102,17.61
2021-03-29,14.471666666666666,-0.289742947,14.74
2021-03-30,11.751666666666663,0.06138066503441395,15.5
2021-03-31,9.77833333333333,0.025859008,10.54
2021-04-01,9.072083333333332,0.093026444,8.84
2021-04-02,10.360416666666667,0.135300873,14.94
2021-04-03,8.687500000000002,0.052287523,22.87
2021-04-04,8.219583333333333,0.0351052348,23.36
2021-04-05,8.337916666666667,-0.0196002712,26.73
2021-04-06,9.118333333333332,0.0290499942,21.48
2021-04-07,9.189166666666669,0.14141871,17.85
2021-04-08,11.537083333333332,-0.109173752,10.09
2021-04-09,9.879166666666666,-0.150134504,19.49
2021-04-10,7.599999999999999,0.055230245,29.76
2021-04-11,8.217083333333335,-0.0660101697999999,25.14
2021-04-12,10.862083333333333,0.00984345,20.27
2021-04-13,10.821666666666667,0.2387860587999999,19.56
2021-04-14,14.24333333333333,-0.159999996,18.69
2021-04-15,7.314166666666669,0.0181030588,14.23
2021-04-16,7.84375,0.0251090048,16.73
2021-04-17,8.232916666666666,0.330000013,85.74
2021-04-18,7.514166666666664,-0.276803583,10.95
2021-04-19,10.205,0.351106495,11.45
2021-04-20,8.508333333333331,0.0367866127999999,13.96
2021-04-21,7.225833333333333,-0.0785532502,15.54
2021-04-22,8.164583333333335,0.0630403206,14.7
2021-04-23,6.388749999999999,-0.348217368,15.28
2021-04-24,8.546666666666665,-0.117356092,13.14
2021-04-25,12.595416666666663,-0.075465076,12.47
2021-04-26,14.399583333333334,0.067433678,13.96
2021-04-27,17.166666666666668,-0.147202358,12.04
2021-04-28,25.014166666666664,0.008809352,14.74
2021-04-29,16.824583333333333,0.1935308292,18.5
2021-04-30,10.730833333333337,-0.11174871,18.86
2021-05-01,6.9725,0.1049605988,13.69
2021-05-02,10.215416666666664,-0.142872632,11.91
2021-05-03,9.251666666666663,0.098115832,11.28
2021-05-04,10.339166666666666,0.870000005,10.39
2021-05-05,13.230416666666668,0.153645501,16.2
2021-05-06,11.002083333333331,0.1843643462,12.35
2021-05-07,7.264166666666667,0.132578775,11.02
2021-05-08,7.616666666666666,0.0177343596,12.05
2021-05-09,7.120000000000001,-0.192811564,12.82
2021-05-10,8.775416666666667,-0.024339194,10.26
2021-05-11,14.748333333333337,0.031315204,10.58
2021-05-12,7.950833333333333,-0.046564157,11.64
2021-05-13,11.39166666666666,0.017541867,9.29
2021-05-14,7.924583333333335,0.194797397,13.13
2021-05-15,6.9175,-0.0259451075999999,14.05
2021-05-16,8.260833333333332,0.247163326,13.85
2021-05-17,9.33625,0.1428327114,10.26
2021-05-18,9.085416666666667,0.442213923,10.56
2021-05-19,9.2675,0.0294598041999999,9.97
2021-05-20,15.26708333333334,0.292042255,10.17
2021-05-21,10.208749999999998,0.094059989,10.42
2021-05-22,10.9,0.2560522886,10.13
2021-05-23,9.154583333333331,0.1664544198,13.37
2021-05-24,9.25,-0.0360282158,10.44
2021-05-25,11.565833333333332,0.2457508,10.28
2021-05-26,15.374583333333334,0.026408026,12.0
2021-05-27,11.591249999999995,0.209648982,14.17
2021-05-28,17.64833333333333,-0.067088343,12.55
2021-05-29,15.155000000000005,0.119666167,10.45
2021-05-30,9.801250000000003,0.166109949,9.37
2021-05-31,15.402916666666668,0.1125346104,9.5
2021-06-01,10.49375,-0.002020976,9.07
2021-06-02,10.444583333333332,0.0960999653999999,10.55
2021-06-03,12.097500000000002,0.051441535,10.64
2021-06-04,6.581250000000001,-0.167626232,12.46
2021-06-05,8.487916666666669,0.018969826,11.33
2021-06-06,9.000416666666666,0.128038287,12.93
2021-06-07,13.441666666666668,0.0113904846,9.49
2021-06-08,15.477083333333333,0.265363663,24.0
2021-06-09,11.289583333333336,0.1328175398,16.36
2021-06-10,12.514583333333327,0.214175984,12.03
2021-06-11,15.278750000000002,-0.007856859,15.04
2021-06-12,9.254166666666668,0.119999997,12.09
2021-06-13,9.626666666666663,0.040882547,11.21
2021-06-14,9.60875,-0.198401585,13.98
2021-06-15,11.84125,-0.129087597,13.5
2021-06-16,8.303333333333333,0.0150822377999999,12.23
2021-06-17,12.539583333333338,0.109986499,16.4
2021-06-18,7.951250000000001,0.1063437784,18.86
2021-06-19,9.72166666666667,0.161351159,14.03
2021-06-20,7.645833333333336,0.100023597,16.34
2021-06-21,13.424583333333336,0.333434582,17.48
2021-06-22,12.41625,0.00709885,18.73
2021-06-23,13.7175,0.0387945927999999,16.19
2021-06-24,15.57,0.274418384,16.16
2021-06-25,9.257916666666668,0.1457854532,15.52
2021-06-26,8.955833333333333,0.09998586,14.35
2021-06-27,17.537916666666668,-0.177593231,16.65
2021-06-28,18.12041666666667,0.085087754,15.15
2021-06-29,15.57041666666666,-0.079516895,14.91
2021-06-30,13.409166666666664,0.085954577,13.77
2021-07-01,10.295833333333336,0.009263445,12.05
2021-07-02,8.163750000000002,0.3207861842,11.12
2021-07-03,9.765416666666669,-0.080532409,9.48
2021-07-04,10.188333333333334,0.2396780796,12.29
2021-07-05,12.83875,0.033542372,15.93
2021-07-06,15.457916666666664,0.244798809,15.57
2021-07-07,14.112083333333336,0.128135011,18.01
2021-07-08,9.22375,0.166485101,22.59
2021-07-09,9.890416666666663,0.0970666303999999,14.85
2021-07-10,8.492916666666666,0.1600267705999999,16.59
2021-07-11,7.669999999999999,0.1921722108,15.4
2021-07-12,7.308333333333333,-0.0786502844,15.0
2021-07-13,8.744583333333335,0.125152454,16.29
2021-07-14,10.494166666666668,0.0349551776,15.38
2021-07-15,8.14,0.116124034,17.21
2021-07-16,6.083333333333333,0.024711983,14.02
2021-07-17,7.438749999999999,0.0901078618,13.69
2021-07-18,7.196249999999999,0.1626469516,13.29
2021-07-19,5.906666666666667,0.0368467472,11.66
2021-07-20,6.680833333333332,0.1151806358,6.33
2021-07-21,7.707499999999999,-0.209819034,9.16
2021-07-22,6.8308333333333335,0.055516001,14.55
2021-07-23,5.980833333333334,0.146583006,15.71
2021-07-24,4.852083333333334,-0.050000001,19.19
2021-07-25,6.171249999999998,0.0589092695999999,18.76
2021-07-26,7.061250000000001,0.0656937502,17.64
2021-07-27,5.29,0.060589221,14.97
2021-07-28,4.125416666666666,0.0094029728,17.84
2021-07-29,6.999583333333334,0.1026928916,18.35
2021-07-30,6.847916666666666,0.0435832552,14.71
2021-07-31,5.482083333333333,-0.063636698,15.16
2021-08-01,5.610833333333332,0.141518548,18.76
2021-08-02,5.3587500000000015,0.1071741674,15.56
2021-08-03,5.250833333333332,0.139387574,16.78
2021-08-04,6.621666666666665,0.1000724002,17.29
2021-08-05,5.687500000000001,-0.17420602,16.21
2021-08-06,12.030833333333332,0.121158794,14.84
2021-08-07,5.88625,0.068735056,17.95
2021-08-08,4.802083333333335,-0.095033094,16.13
2021-08-09,6.551666666666667,0.1327934958,15.85
2021-08-10,7.582916666666666,0.1916955218,16.75
2021-08-11,6.380416666666666,-0.098193988,14.07
2021-08-12,7.165416666666666,0.068492435,17.85
2021-08-13,6.81,-0.144715369,16.01
2021-08-14,5.37125,0.01677612,18.18
2021-08-15,7.848749999999999,0.0754505762,17.18
2021-08-16,8.27625,-0.082843669,17.92
2021-08-17,9.65541666666667,0.372362256,17.02
2021-08-18,10.034166666666666,-0.055442192,17.59
2021-08-19,14.555833333333332,0.0399068771999999,18.82
2021-08-20,7.987083333333332,-0.064096935,17.15
2021-08-21,3.835833333333333,-0.0008884591999999,17.52
2021-08-22,5.945833333333334,0.071801166,15.26
2021-08-23,7.66375,0.03619165,18.19
2021-08-24,6.509583333333333,0.150601625,17.44
2021-08-25,5.394583333333333,0.088990502,15.79
2021-08-26,5.071249999999999,0.0882018622,17.75
2021-08-27,7.0325,0.051534995,16.48
2021-08-28,8.205833333333334,0.0686869844,19.06
2021-08-29,7.986249999999999,-0.084953666,15.89
2021-08-30,10.15,0.040144026,18.22
2021-08-31,8.620416666666666,0.170000002,19.96
2021-09-01,8.273333333333333,0.061063703,18.06
2021-09-02,6.718333333333334,0.01656178,19.3
2021-09-03,7.352916666666664,0.1127192418,20.33
2021-09-04,6.972916666666666,0.1111887372,26.09
2021-09-05,5.83125,-0.150000006,21.83
2021-09-06,8.772916666666667,-0.0102717966,18.19
2021-09-07,10.1825,0.1844681355999999,19.34
2021-09-08,9.69875,0.0614305255999999,18.39
2021-09-09,9.746250000000002,0.1806624621999999,19.17
2021-09-10,6.839583333333333,0.0559132862,15.77
2021-09-11,5.409583333333333,0.0278480809999999,15.32
2021-09-12,5.947916666666665,0.0360623086,14.97
2021-09-13,11.95875,0.1222101844,20.2
2021-09-14,7.294166666666668,0.229843006,17.3
2021-09-15,9.666666666666666,-0.03130142,16.88
2021-09-16,15.342916666666666,0.1426586933999999,16.92
2021-09-17,9.439583333333331,0.047310624,15.89
2021-09-18,7.782083333333335,0.0694589867999999,18.42
2021-09-19,8.20583333333333,0.0513342894,18.66
2021-09-20,10.518333333333333,0.0887358519999999,17.36
2021-09-21,8.845,0.0457570092,13.59
2021-09-22,8.613750000000001,0.0983254278,19.38
2021-09-23,6.829583333333335,0.055,16.77
2021-09-24,12.877916666666666,0.123791911,19.05
2021-09-25,7.760416666666664,0.0675009706,14.87
2021-09-26,7.997499999999999,0.067741267,21.44
2021-09-27,9.18625,-0.0879744552,17.03
2021-09-28,8.714999999999998,-0.0135419304,18.68
2021-09-29,8.615833333333333,0.0070797688,15.46
2021-09-30,8.076666666666666,0.0766027636,16.99
2021-10-01,10.977916666666667,0.200000003,16.19
2021-10-02,10.07875,0.843835473,17.72
2021-10-03,8.953333333333333,0.08965914,15.31
2021-10-04,8.645833333333334,0.0237489399999999,16.93
2021-10-05,9.82875,0.243971422,14.27
2021-10-06,15.253333333333332,-0.0151501421999999,15.83
2021-10-07,11.286666666666669,-0.118796453,16.99
2021-10-08,11.659166666666666,0.0266944453999999,13.24
2021-10-09,9.794166666666667,0.011908099,16.65
2021-10-10,9.41875,0.167204589,15.75
2021-10-11,10.670416666666668,-0.0065531858,16.4
2021-10-12,11.839583333333335,-0.160309911,14.74
2021-10-13,15.20958333333333,0.0507240598,15.69
2021-10-14,13.454166666666664,0.232152075,13.71
2021-10-15,19.43125,-0.1995110684,20.48
2021-10-16,13.780833333333332,-0.602668464,18.58
2021-10-17,6.922083333333334,-0.153097807,21.1
2021-10-18,8.602916666666667,0.010747721,16.67
2021-10-19,12.812500000000002,0.110300943,20.4
2021-10-20,18.816250000000004,0.1130113348,16.74
2021-10-21,17.53291666666667,0.077230372,14.76
2021-10-22,6.234166666666668,0.1014794112,16.12
2021-10-23,8.144166666666669,0.150000006,13.7
2021-10-24,8.458333333333332,-0.0662823447999999,16.08
2021-10-25,8.764166666666668,-0.067732334,19.11
2021-10-26,19.67458333333333,0.142420903,14.77
2021-10-27,10.808749999999998,0.0130440245999999,14.19
2021-10-28,14.176250000000003,0.11705976,13.84
2021-10-29,14.775,-0.1340013189999999,16.2
2021-10-30,9.750833333333333,-0.048290316,14.75
2021-10-31,13.033750000000005,0.089389122,16.26
2021-11-01,20.44,-0.27988705,17.96
2021-11-02,7.25125,-0.209998041,16.79
2021-11-03,9.855416666666663,-0.379608482,21.27
2021-11-04,24.388333333333332,0.225938067,26.3
2021-11-05,17.102916666666662,0.0238734587999999,19.76
2021-11-06,11.786249999999995,-0.196701482,12.9
2021-11-07,12.1868,0.1545728258,13.77
2021-11-08,17.410416666666666,-0.052115999,12.88
2021-11-09,16.045,0.0861284994,14.02
2021-11-10,15.147083333333333,0.0177971839999999,13.35
2021-11-11,15.891249999999998,-0.000699136,14.3
2021-11-12,14.187083333333332,0.0865942523999999,13.81
2021-11-13,14.784583333333332,0.163721606,11.0
2021-11-14,15.954166666666666,0.0914068566,14.88
2021-11-15,17.66041666666667,0.867908299,18.54
2021-11-16,15.572083333333332,0.1511258376,12.51
2021-11-17,22.18708333333333,0.43134284,11.5
2021-11-18,19.11375,0.033771101,11.17
2021-11-19,15.110416666666667,0.479192972,17.9
2021-11-20,11.820833333333336,-0.007718465,14.27
2021-11-21,12.239166666666668,0.1763272262,13.65
2021-11-22,14.576250000000002,0.118888177,13.03
2021-11-23,20.5875,0.1183278118,14.41
2021-11-24,17.772499999999997,-0.008048828,14.14
2021-11-25,21.524166666666662,0.0576914638,12.47
2021-11-26,23.45249999999999,-0.019572804,12.55
2021-11-27,16.86875,-0.120654576,11.34
2021-11-28,12.270416666666668,0.058747708,13.28
2021-11-29,13.54375,-0.2197593,12.9
2021-11-30,19.12,-0.0199692972,10.7
2021-12-01,20.49708333333333,0.1173415942,12.9
2021-12-02,13.945833333333336,-0.0051595104,12.85
2021-12-03,8.307083333333333,0.646019876,12.89
2021-12-04,9.48375,0.22468771,12.65
2021-12-05,9.121666666666668,0.930000007,11.22
2021-12-06,10.048333333333336,0.113163404,11.55
2021-12-07,13.186666666666666,0.06138066503441395,12.52
2021-12-08,24.329166666666666,0.19887127,9.63
2021-12-09,17.65666666666667,-0.0993183426,12.51
2021-12-10,17.420833333333334,-0.234062031,11.28
2021-12-11,13.192083333333333,0.0197525657999999,10.39
2021-12-12,15.315,-0.027757361,12.7
2021-12-13,24.38625,-0.004372694,11.48
2021-12-14,15.301249999999998,-0.0230615517999999,11.29
2021-12-15,13.153749999999995,-0.123727188,11.53
2021-12-16,13.525000000000004,0.0082648598,11.01
2021-12-17,11.508749999999996,0.0824933046,10.59
2021-12-18,10.235416666666666,0.0627030725999999,10.92
2021-12-19,12.012916666666662,1.05228662,11.21
2021-12-20,25.257500000000004,0.042637218,11.6
2021-12-21,21.85458333333333,-0.860000014,12.6
2021-12-22,15.507083333333332,-5.89e-05,12.84
2021-12-23,24.905,0.1945723161999999,13.75
2021-12-24,15.5325,-0.580215991,12.42
2021-12-25,7.8016666666666685,0.013176407,13.23
2021-12-26,6.6175,0.1045664578,12.48
2021-12-27,15.732916666666668,0.0186524684,13.11
2021-12-28,9.3775,0.595309138,12.26
2021-12-29,11.767916666666665,-0.070379131,12.17
2021-12-30,16.357500000000005,0.137906394,12.84
2021-12-31,10.995000000000005,0.172160506,12.66
