date,open_SO2,sate_SO2,"City Center, Gwalior - MPPCB","Phool Bagh, Gwalior - Mondelez Ind"
2020-11-24,5.9025,0.179553106,22.73,17.974999999999998
2020-11-25,7.574166666666667,0.629999995,19.96,7.37
2020-11-26,9.608333333333334,-0.0775392802,24.69,15.72
2020-11-27,12.08791666666667,-0.1025858668,16.5,10.97
2020-11-28,6.177499999999998,-0.287002563,14.71,31.53
2020-11-29,9.62625,-0.0724803156,24.9,30.94
2020-11-30,10.552499999999998,-0.051874246,11.06,0.73
2020-12-01,7.211250000000001,0.0548517955999999,16.62,35.2
2020-12-02,7.300000000000001,-0.352880418,17.68,8.027500000000002
2020-12-03,7.447916666666667,0.088759303,27.38,10.1275
2020-12-04,11.558333333333332,0.1105627769999999,25.06,32.16
2020-12-05,7.195833333333334,0.441107661,26.7,14.8925
2020-12-06,8.342916666666667,0.034235075,26.63,13.3375
2020-12-07,12.63416666666667,0.102199391,27.65,15.7775
2020-12-08,9.020416666666664,0.242947548,25.86,13.9525
2020-12-09,12.670000000000002,0.055469946,22.38,12.23
2020-12-10,10.035416666666665,0.899499893,29.73,13.015
2020-12-11,4.465000000000001,-0.0510372418,31.36,12.384999999999998
2020-12-12,4.595833333333333,-0.0494092395999999,29.97,16.9675
2020-12-13,13.540416666666667,-0.0220677989999999,22.72,15.237499999999995
2020-12-14,17.609166666666663,0.043076526,19.36,14.3925
2020-12-15,14.245416666666666,0.1570168733999999,23.14,15.675
2020-12-16,16.676250000000007,-0.1833581602,28.06,20.7
2020-12-17,6.268750000000002,-0.0315143627999999,26.29,22.16
2020-12-18,4.115833333333334,-0.51973933,25.32,13.15
2020-12-19,4.7525,0.105849639,27.4,14.920000000000002
2020-12-20,4.56125,0.0421188024,40.28,19.108
2020-12-21,6.196249999999999,0.118639603,30.42,18.84
2020-12-22,9.723333333333333,-0.1624332666,39.69,21.271666666666672
2020-12-23,13.726666666666668,-0.004999992,38.09,20.26333333333333
2020-12-24,16.29041666666667,-3.37759999999937e-05,28.9,20.593333333333334
2020-12-25,17.82125,0.0110389976,32.94,19.56833333333333
2020-12-26,8.51375,-0.174473301,31.61,20.20833333333333
2020-12-27,11.883333333333333,0.620000005,25.25,22.813333333333333
2020-12-28,19.605833333333333,0.179914877,24.07,19.578333333333333
2020-12-29,9.54375,0.0373089302,27.82,18.30666666666667
2020-12-30,9.809999999999995,0.147465423,24.86,17.400000000000002
2020-12-31,10.948750000000002,-0.0525483796,24.04,18.313333333333336
2021-01-01,8.597083333333334,0.0416004285999999,23.93,19.03333333333333
2021-01-02,5.445416666666668,-0.143479883,25.33,23.508000000000003
2021-01-03,7.771666666666667,-0.1604364606,27.72,21.245
2021-01-04,2.7199999999999998,0.0194239466,23.48,16.491666666666667
2021-01-05,4.534166666666667,0.0947937898,17.46,17.991666666666667
2021-01-06,5.6483333333333325,0.089797825,25.57,20.978
2021-01-07,6.469166666666667,0.0331787648,12.62,20.151666666666667
2021-01-08,6.333749999999999,-0.0302515905999999,19.69,19.723333333333333
2021-01-09,6.319583333333333,0.0174870542,21.99,17.715
2021-01-10,3.892083333333334,-0.0234909566,18.49,17.63
2021-01-11,3.7595833333333335,-0.460681021,23.25,17.246666666666666
2021-01-12,4.672916666666667,-0.174505189,30.87,17.796666666666667
2021-01-13,6.7804166666666665,0.044965413,32.64,17.52333333333333
2021-01-14,7.015416666666667,-0.0850005282,43.78,16.29
2021-01-15,5.9245833333333335,0.167050436,27.43,16.919999999999998
2021-01-16,5.656666666666667,-0.0482964614,30.73,16.904999999999998
2021-01-17,6.557083333333332,0.0195111743999999,23.64,16.718333333333334
2021-01-18,4.269166666666668,-0.019175002,22.22,13.118333333333334
2021-01-19,5.698333333333334,-0.189999998,16.53,15.308333333333332
2021-01-20,4.62625,-0.335042566,18.88,15.22
2021-01-21,6.527916666666666,0.0257293142,19.01,16.865
2021-01-22,4.0062500000000005,0.100095764,36.92,17.163333333333334
2021-01-23,4.59125,-0.0511631678,21.83,20.301666666666662
2021-01-24,4.48,0.0616109244,22.1,15.943333333333332
2021-01-25,6.261249999999998,0.0125328832,19.24,16.87333333333333
2021-01-26,11.098,-0.1969640591999999,23.21,15.909999999999998
2021-01-27,8.6125,0.034654189,23.62,15.753333333333336
2021-01-28,16.573333333333334,-0.800000012,16.38,15.116666666666667
2021-01-29,10.675,-0.206440195,17.68,15.468333333333332
2021-01-30,4.452083333333334,-0.2541066123999999,21.55,14.839999999999998
2021-01-31,7.669999999999999,0.257390916,36.95,15.360000000000005
2021-02-01,16.724999999999998,0.0265504122,25.48,15.583333333333334
2021-02-02,7.867083333333331,-0.017468963,38.96,19.45
2021-02-03,4.56375,-0.1409666976,31.96,20.611666666666668
2021-02-04,5.594583333333333,0.0379872318,27.19,18.33833333333333
2021-02-05,12.755833333333332,0.036222067,23.3,16.54
2021-02-06,5.373333333333332,0.0820781982,24.72,8.21
2021-02-07,6.864583333333332,0.048684824,23.61,5.07
2021-02-08,7.405000000000001,0.1297082886,51.06,3.57
2021-02-09,6.979166666666667,-0.283392191,36.54,2.62
2021-02-10,9.045,-0.013300109,27.0,4.99
2021-02-11,10.233333333333336,-0.0881170252,17.14,2.23
2021-02-12,9.8,0.239808455,29.35,0.96
2021-02-13,7.089166666666666,-0.170027375,21.84,0.84
2021-02-14,4.805,0.075122364,26.52,0.69
2021-02-15,5.692083333333334,-0.0079920345999999,20.72,0.69
2021-02-16,5.464583333333334,-0.0740255334,27.84,0.61
2021-02-17,11.787916666666666,0.1131215236,31.43,0.67
2021-02-18,9.8425,0.338636577,23.4,0.67
2021-02-19,11.357083333333335,0.0648487002,26.49,20.39333333333333
2021-02-20,20.365416666666665,-0.436709911,26.89,18.58333333333333
2021-02-21,6.180416666666667,0.243918926,47.85,27.13833333333333
2021-02-22,5.828749999999999,-0.0122114214,33.25,21.691666666666663
2021-02-23,9.027500000000002,0.160284624,32.33,25.826666666666668
2021-02-24,7.789583333333334,0.1295532996,39.47,26.98833333333333
2021-02-25,5.085416666666667,-0.103530541,25.39,23.695
2021-02-26,7.829583333333333,-0.0372711144,22.03,18.343333333333334
2021-02-27,4.210416666666666,-0.0507125498,15.78,0.12
2021-02-28,7.534583333333334,-0.029904233,29.52,17.815
2021-03-01,14.015,-0.241573215,33.55,0.08
2021-03-02,6.402083333333333,0.324954778,31.9,0.4
2021-03-03,9.455416666666666,0.0664236224,35.63,21.953333333333333
2021-03-04,11.260833333333332,0.442114294,47.75,0.52
2021-03-05,11.38125,0.200492014,40.43,0.74
2021-03-06,6.116249999999998,-0.139904231,42.66,0.73
2021-03-07,7.3066666666666675,0.0658510703999999,36.98,19.666
2021-03-08,6.544583333333333,0.124877647,27.81,0.73
2021-03-09,8.04875,0.122526601,33.25,0.74
2021-03-10,6.778750000000002,0.0476531342,31.27,0.74
2021-03-11,10.379166666666665,0.107547887,35.75,0.68
2021-03-12,3.6583333333333337,0.0726430303999999,28.52,0.66
2021-03-13,5.448333333333333,0.091304533,39.37,0.7
2021-03-14,5.5773913043478265,-0.0013779435999999,23.4,0.68
2021-03-15,10.051249999999998,0.0074976134,30.04,0.71
2021-03-16,15.353749999999998,0.239382833,28.45,0.71
2021-03-17,6.66125,0.14499332,37.19,0.75
2021-03-18,8.206249999999999,-0.114914849,27.48,0.76
2021-03-19,3.8741666666666656,-0.018124187,25.73,0.71
2021-03-20,5.500416666666667,-0.097364329,20.47,0.71
2021-03-21,4.654999999999999,0.0219670114,36.44,1.06
2021-03-22,7.867083333333333,-0.241708875,29.06,0.73
2021-03-23,8.653333333333334,-0.0195271352,22.67,0.71
2021-03-24,7.481249999999998,0.08256118,27.2,0.67
2021-03-25,7.3691666666666675,0.023658224,23.87,0.7
2021-03-26,5.952500000000001,0.0606666705999999,32.85,0.74
2021-03-27,6.248750000000001,0.36049214,50.45,1.69
2021-03-28,10.171666666666669,0.1449829265999999,28.06,0.77
2021-03-29,4.35625,0.10215684,26.11,0.72
2021-03-30,3.946250000000001,0.02847650144339152,19.81,26.048333333333336
2021-03-31,7.832916666666667,0.1283081505999999,26.36,22.15833333333333
2021-04-01,5.7854166666666655,-0.224771217,24.71,15.39
2021-04-02,13.401250000000005,0.235809729,37.68,18.965
2021-04-03,8.11,0.130135655,23.36,16.976666666666667
2021-04-04,8.36125,0.0209385997999999,23.12,14.63
2021-04-05,12.425416666666669,0.094054468,43.45,16.405
2021-04-06,8.160416666666666,0.2237483264,22.72,15.141666666666666
2021-04-07,9.429583333333332,-0.082268566,28.26,18.148333333333333
2021-04-08,18.999166666666664,-0.016072657,28.12,15.105000000000002
2021-04-09,15.03875,0.017502666,24.05,17.661666666666665
2021-04-10,9.874583333333332,-0.106208764,34.4,19.275
2021-04-11,9.617916666666668,-0.15851599,32.96,20.531666666666663
2021-04-12,8.315833333333332,-0.022603745,34.6,22.125
2021-04-13,10.661666666666669,0.0699223621999999,61.52,18.51666666666667
2021-04-14,12.342916666666662,0.083487965,31.97,18.095
2021-04-15,4.367083333333333,0.0551595775999999,26.15,17.378333333333334
2021-04-16,4.9525,-0.0599808506,21.25,24.275
2021-04-17,4.675416666666666,1.32000005,18.29,30.524999999999995
2021-04-18,7.416666666666667,1.10063851,25.61,14.89465892972276
2021-04-19,8.787083333333333,1.26172817,32.46,20.375
2021-04-20,9.0175,0.203732818,34.26,19.07333333333333
2021-04-21,4.659999999999999,-0.057049058,22.59,19.115
2021-04-22,5.691666666666666,0.0614567766,25.08,21.64
2021-04-23,9.205,0.135626972,18.12,22.485
2021-04-24,9.273333333333332,-0.0437259108,18.36,22.043333333333333
2021-04-25,5.918750000000002,0.147470742,21.17,23.465
2021-04-26,14.279166666666669,0.079930835,19.42,23.45
2021-04-27,8.032083333333334,0.048519544,17.79,23.285
2021-04-28,10.388333333333334,0.00504522,12.65,21.881666666666664
2021-04-29,13.03875,0.0619479179999999,22.64,22.541666666666668
2021-04-30,10.730000000000002,-0.267492026,19.62,26.08833333333333
2021-05-01,7.654583333333332,0.0660038933999999,35.84,23.884999999999994
2021-05-02,5.37625,-0.0068547799999999,11.55,23.096666666666668
2021-05-03,3.00625,-0.159999996,13.22,24.121666666666663
2021-05-04,8.62625,0.11586415,19.15,24.368333333333336
2021-05-05,6.8375,0.046301872,19.22,23.951666666666668
2021-05-06,9.093333333333332,-0.422214448,17.72,23.871666666666663
2021-05-07,7.4375,0.237481385,18.79,22.58666666666667
2021-05-08,9.144166666666669,0.139078772,16.01,26.74833333333333
2021-05-09,6.995833333333334,0.043878229,19.72,20.214
2021-05-10,7.484166666666668,-0.0379889334,15.41,23.063333333333333
2021-05-11,7.262083333333333,-0.107460096,14.65,22.465000000000003
2021-05-12,3.0995833333333334,0.10003192,14.66,21.916666666666668
2021-05-13,5.808333333333333,-0.032874946,14.63,21.616666666666664
2021-05-14,7.96875,-0.013174852,14.04,22.715
2021-05-15,5.084166666666666,0.171060649,14.17,21.965
2021-05-16,8.398333333333335,0.427513301,15.03,23.451666666666668
2021-05-17,4.545416666666668,-0.0390148962,16.8,20.725
2021-05-18,2.900416666666667,-0.0310422378,16.35,19.116666666666667
2021-05-19,3.3541666666666665,0.11106046,13.75,18.67
2021-05-20,3.4287500000000004,-0.0429893569999999,14.59,21.92833333333333
2021-05-21,11.91375,0.195000008,14.76,19.404000000000003
2021-05-22,4.9175,-0.148581088,12.29,20.8
2021-05-23,3.537083333333334,-0.152364329,15.52,22.69333333333334
2021-05-24,5.2,0.1101913628,12.77,24.77333333333333
2021-05-25,6.484166666666668,-0.162356362,14.81,27.296666666666667
2021-05-26,11.780416666666667,-0.0163656274,15.58,22.183333333333334
2021-05-27,8.250416666666665,0.277433485,15.77,22.411666666666665
2021-05-28,4.037083333333334,-0.246142268,8.61,26.421666666666663
2021-05-29,4.660833333333335,-0.04138428,9.31,21.883333333333336
2021-05-30,5.04875,-0.026099699,10.48,20.793333333333333
2021-05-31,4.7683333333333335,0.0368478499999999,20.02,26.21833333333333
2021-06-01,3.567916666666666,0.027587786,20.15,22.136666666666667
2021-06-02,8.934583333333336,0.0064490156,22.52,19.06625
2021-06-03,4.701250000000001,0.0915871644,12.15,18.16875
2021-06-04,5.88,0.0635393418,18.17,15.619999999999996
2021-06-05,7.670000000000001,0.0570180899999999,25.53,16.294444444444444
2021-06-06,9.482083333333334,-0.035760764,11.45,18.00111111111111
2021-06-07,4.506666666666668,-0.071264632,14.62,18.61
2021-06-08,2.6095833333333327,-0.042550545,16.8,21.02555555555556
2021-06-09,2.5091666666666668,0.043123415,15.37,23.98333333333333
2021-06-10,6.150833333333334,-0.0905745566,17.3,21.85111111111111
2021-06-11,5.329166666666667,-0.0315924826,16.32,20.271111111111107
2021-06-12,4.0525,-0.239999995,16.12,22.15222222222222
2021-06-13,2.512083333333333,0.031409022,17.62,18.715000000000003
2021-06-14,2.979166666666666,0.077115931,11.6,19.56
2021-06-15,6.371666666666666,0.079723343,16.8,17.14
2021-06-16,4.279583333333332,-0.030552799,16.75,16.473333333333333
2021-06-17,3.871666666666666,0.07,11.87,0.75
2021-06-18,3.4308333333333336,0.0820158318,14.52,0.7
2021-06-19,4.616249999999999,0.0259581811999999,13.04,0.77
2021-06-20,2.7675,0.469999999,16.19,0.68
2021-06-21,6.51625,0.114856347,12.19,0.74
2021-06-22,5.896249999999998,0.07352607,13.47,0.76
2021-06-23,4.2108333333333325,-0.159999996,21.99,13.994545454545454
2021-06-24,4.320833333333334,0.0959851012,16.34,13.645454545454548
2021-06-25,4.465833333333333,0.1200000017999999,16.07,12.316363636363636
2021-06-26,3.887500000000001,-0.0081149225999999,16.18,14.07909090909091
2021-06-27,2.8200000000000003,0.0806666485999999,13.59,12.244545454545454
2021-06-28,4.090000000000001,-0.029993616,12.31,13.413636363636368
2021-06-29,4.316249999999999,0.227364391,17.67,13.204545454545457
2021-06-30,3.744583333333333,-0.025055893,15.37,14.064545454545453
2021-07-01,6.678333333333334,0.0244605522,14.65,14.546363636363637
2021-07-02,5.387499999999999,0.2099333138,14.25,0.72
2021-07-03,3.589583333333333,0.028338064,9.42,0.6
2021-07-04,1.9525,0.0782955509999999,29.28,0.65
2021-07-05,2.395833333333333,0.0494254448,12.14,0.62
2021-07-06,2.5204166666666663,-0.189999998,13.4,14.696363636363635
2021-07-07,2.5916666666666672,0.0080191522,14.5,12.885
2021-07-08,5.852083333333334,-0.0311238747999999,14.17,0.64
2021-07-09,4.264166666666666,0.180000007,14.89,0.68
2021-07-10,3.5366666666666653,-0.0927545244,13.87,0.7
2021-07-11,3.889583333333333,-0.0204930872,13.37,11.851666666666668
2021-07-12,4.9075,-0.0039127408,10.94,11.84846153846154
2021-07-13,3.892916666666667,0.0484717324,28.0,0.76
2021-07-14,4.457083333333334,-0.0422278757999999,14.65,0.77
2021-07-15,7.090833333333335,0.090000004,15.95,0.73
2021-07-16,5.144583333333332,-0.0226131742,14.87,0.74
2021-07-17,3.906666666666668,0.0268193234,9.66,0.73
2021-07-18,2.973333333333333,-0.0235117462,14.77,0.71
2021-07-19,4.326250000000001,0.0298723411999999,12.78,0.69
2021-07-20,6.579583333333333,-0.0315085126,14.12,0.67
2021-07-21,2.767916666666667,-0.0248575794,11.75,0.7
2021-07-22,4.195416666666668,0.0660826918,12.15,0.73
2021-07-23,3.0537500000000004,-0.1128967882,12.31,0.71
2021-07-24,3.147083333333333,-0.0316787478,20.33,0.77
2021-07-25,3.735,-0.0091949343999999,14.51,0.72
2021-07-26,3.3579166666666667,-0.1394108493999999,13.47,0.69
2021-07-27,2.38125,-0.0747895731999999,12.02,0.71
2021-07-28,3.2199999999999998,-0.0073536392,22.92,0.72
2021-07-29,2.219583333333333,0.075698664,19.23,0.73
2021-07-30,3.7416666666666663,0.0758297466,11.82,0.79
2021-07-31,3.5183333333333344,0.0953028894,15.5,0.73
2021-08-01,4.547916666666667,0.0767651586,14.57,0.71
2021-08-02,4.532916666666667,-0.0256247011999999,14.24,0.74
2021-08-03,3.260416666666666,0.0652367632,13.43,0.69
2021-08-04,5.378333333333333,0.014849195,14.48,0.7
2021-08-05,3.4633333333333334,0.0755324503999999,13.92,0.69
2021-08-06,4.460416666666667,0.0775292688,14.23,0.72
2021-08-07,3.6625,0.252386555,12.79,0.72
2021-08-08,2.992916666666668,0.0289137056,13.01,0.74
2021-08-09,2.17625,0.0312542955999999,10.19,0.73
2021-08-10,2.2425,0.089994684,13.98,0.67
2021-08-11,2.083333333333333,0.0334423382,15.16,0.78
2021-08-12,2.0416666666666665,0.0068713666,10.99,0.73
2021-08-13,2.2091666666666665,0.154336527,10.24,0.71
2021-08-14,2.815,-0.0225063629999999,9.71,0.81
2021-08-15,2.879166666666667,0.017801311,8.53,0.67
2021-08-16,3.2875,-0.080008507,8.74,0.95
2021-08-17,4.449583333333333,-0.008384764,15.39,0.68
2021-08-18,5.3325000000000005,-0.0659858518,11.24,3.08
2021-08-19,4.6762500000000005,0.0647948166,9.46,0.72
2021-08-20,3.5366666666666675,0.0410617111999999,9.02,0.74
2021-08-21,3.69125,0.070615005,8.8,0.92
2021-08-22,3.972083333333333,0.0321179028,9.43,8.33
2021-08-23,5.016666666666667,0.0520237938,9.61,0.74
2021-08-24,4.354583333333333,-0.1780595884,8.61,0.71
2021-08-25,4.614583333333333,-0.0042763326,9.16,0.68
2021-08-26,6.57375,0.300000012,8.55,0.76
2021-08-27,3.409583333333334,0.2455092566,11.0,0.7
2021-08-28,5.062916666666667,0.0982313618,10.91,0.71
2021-08-29,2.6625,0.1144966199999999,7.97,0.8
2021-08-30,3.844583333333334,0.0072270334,10.05,0.71
2021-08-31,4.297916666666668,0.1674275712,8.25,0.71
2021-09-01,3.6179166666666656,-0.0517084154,8.32,0.7
2021-09-02,3.5958333333333328,-0.460000008,10.41,0.71
2021-09-03,4.591250000000001,0.1446644061999999,12.56,0.69
2021-09-04,3.8129166666666663,-0.0555582646,9.24,0.73
2021-09-05,4.77375,0.18388295,12.66,0.75
2021-09-06,3.8995833333333327,-0.0138306749999999,8.98,0.71
2021-09-07,4.8975,0.0090380267999999,9.18,0.7
2021-09-08,4.131666666666667,-0.016258779,10.16,0.78
2021-09-09,2.9320833333333334,0.0079850993999999,9.22,0.72
2021-09-10,3.62125,0.2140646969999999,10.86,0.7
2021-09-11,3.901666666666666,-0.1410436268,10.42,0.71
2021-09-12,1.810833333333333,0.0218403842,9.68,0.72
2021-09-13,3.0116666666666667,0.0017325103999999,9.01,0.7
2021-09-14,3.0308333333333337,-0.0209936112,8.85,0.75
2021-09-15,1.5804166666666664,0.1144953533999999,10.38,0.68
2021-09-16,3.6887499999999993,-0.0057278142,7.41,0.75
2021-09-17,3.5308333333333337,-0.0212202072,9.05,0.71
2021-09-18,4.069166666666667,-0.0699212582,8.07,0.73
2021-09-19,1.7341666666666669,0.0955350164,9.89,0.7
2021-09-20,4.469166666666666,0.0965070785999999,10.4,0.69
2021-09-21,4.285416666666667,0.0960695199999999,9.86,0.66
2021-09-22,2.8783333333333334,-0.0553020105999999,10.35,0.67
2021-09-23,3.7120833333333336,-0.1277529276,10.29,3.17
2021-09-24,4.32,0.1914450846,12.4,0.73
2021-09-25,3.712499999999999,-0.0622064343999999,10.46,1.77
2021-09-26,2.040833333333333,-0.0924428902,9.51,3.01
2021-09-27,3.7649999999999992,0.0532888561999999,7.36,11.86846153846154
2021-09-28,4.49125,-0.0092111432,7.62,11.716153846153846
2021-09-29,4.834166666666666,-0.0152621642,7.83,12.072307692307692
2021-09-30,4.147916666666667,-0.1356493272,8.64,10.574615384615385
2021-10-01,9.267083333333334,0.0476355897999999,16.14,10.856923076923078
2021-10-02,1.7891666666666666,-0.4033737697999999,11.85,10.766923076923076
2021-10-03,1.88625,-0.29995212,8.19,11.6575
2021-10-04,3.075,-0.0464131451999999,8.46,11.536923076923078
2021-10-05,4.8525,-0.027005596,7.61,11.22153846153846
2021-10-06,4.6916666666666655,0.2400761009999999,9.62,11.47923076923077
2021-10-07,5.062083333333333,0.237151518,9.08,11.65153846153846
2021-10-08,4.465,0.0943035388,11.23,11.470769230769228
2021-10-09,4.211666666666667,0.0579684832,9.43,11.04076923076923
2021-10-10,4.457083333333332,-0.065122373,10.52,11.053846153846155
2021-10-11,6.514166666666668,-0.20218344,10.48,11.311538461538465
2021-10-12,5.43875,0.160130352,12.91,11.184615384615386
2021-10-13,7.929583333333331,-0.0760021276,13.28,10.85
2021-10-14,7.211250000000002,0.259851038,13.61,11.79
2021-10-15,10.789166666666668,0.1398971416,13.53,13.185454545454546
2021-10-16,9.287916666666666,-0.082715474,13.85,12.421666666666669
2021-10-17,3.164166666666667,-0.2280212796,8.75,10.19076923076923
2021-10-18,6.548749999999999,-0.0016141851999999,10.97,10.665384615384616
2021-10-19,3.232083333333333,-0.036304534,12.07,11.59153846153846
2021-10-20,4.892083333333335,-0.0166759314,13.1,10.076923076923077
2021-10-21,4.677083333333333,-0.060180895,13.43,9.63
2021-10-22,5.117083333333333,-0.0488853957999999,14.45,8.58
2021-10-23,7.092500000000001,-0.093647584,13.31,9.95
2021-10-24,4.603750000000001,0.071309693,14.14,10.86
2021-10-25,6.749166666666668,-0.1106532976,21.35,8.34
2021-10-26,12.934583333333338,-0.015271346,21.18,12.17
2021-10-27,9.771666666666668,0.390825242,13.77,12.19
2021-10-28,8.118749999999999,-0.001192803,22.07,13.63
2021-10-29,9.305,-0.0227268572,19.95,14.57
2021-10-30,7.086666666666666,-0.109930836,20.65,12.98
2021-10-31,6.2420833333333325,0.0642013364,23.08,13.61
2021-11-01,6.933333333333333,0.31596449,26.21,16.06
2021-11-02,5.791666666666668,-0.0654760598,22.74,19.56
2021-11-03,6.697916666666667,-0.269936115,19.56,16.24
2021-11-04,10.21,-0.386190146,26.02,11.54
2021-11-05,9.275833333333336,0.0293287217999999,19.27,10.29
2021-11-06,5.935833333333336,0.435601205,26.21,16.05
2021-11-07,5.1276,-0.093643028,26.43,13.9
2021-11-08,5.5975,0.494707376,25.51,16.93
2021-11-09,9.16625,0.0039893579999999,26.28,25.91
2021-11-10,6.715416666666666,-0.0791380414,24.91,21.54
2021-11-11,9.947083333333332,0.024771223,20.75,24.78
2021-11-12,11.284583333333332,-0.230000004,24.89,21.34
2021-11-13,23.748750000000005,-0.081216738,24.1,20.49
2021-11-14,12.931666666666668,0.1518066518,29.41,19.59
2021-11-15,15.547083333333331,0.519999981,26.36,19.09
2021-11-16,15.237083333333333,-0.1157470728,28.73,20.51
2021-11-17,9.407916666666663,0.049701853,24.67,21.6
2021-11-18,5.454583333333333,-0.038620264,20.05,23.93
2021-11-19,8.565000000000001,-0.0788574146,19.91,12.61
2021-11-20,4.51125,-0.0937518618,18.65,14.68
2021-11-21,9.550000000000002,0.1129840396,17.1,19.49
2021-11-22,7.722916666666666,-0.020045225,20.45,13.57
2021-11-23,8.2425,-0.0767641052,22.53,28.17
2021-11-24,6.0925,0.062688872,22.86,21.02
2021-11-25,8.384583333333333,0.0145230218,14.2,22.03
2021-11-26,8.0975,0.0657134266,18.06,20.04
2021-11-27,5.916250000000002,-0.499489248,26.09,18.23
2021-11-28,8.34125,0.295499265,17.68,22.08
2021-11-29,6.843333333333334,0.21367684,19.25,15.56
2021-11-30,7.155416666666668,0.0574231866,14.16,15.75
2021-12-01,8.616666666666667,-0.0098962713999999,22.17,13.74
2021-12-02,12.800416666666663,0.153688287,22.0,12.21
2021-12-03,6.322083333333332,-0.0371223695999999,19.86,16.37
2021-12-04,12.348333333333333,0.0143604178,18.61,19.52
2021-12-05,6.644583333333334,0.0761831012,19.37,21.03
2021-12-06,9.521666666666668,0.0259872298,13.55,13.21
2021-12-07,11.94625,0.02847650144339152,14.96,13.33
2021-12-08,6.765000000000001,0.456195444,21.89,16.69
2021-12-09,7.685833333333334,0.0566702158,22.96,15.76
2021-12-10,7.865416666666667,-0.170000002,18.47,10.78
2021-12-11,6.1120833333333335,0.105600191,16.91,14.39
2021-12-12,4.315416666666667,0.106557833,18.32,15.25
2021-12-13,4.816249999999999,-0.014760586,17.56,16.31
2021-12-14,5.359583333333333,0.01497269,21.58,13.76
2021-12-15,5.7658333333333305,0.037024475,18.59,19.3
2021-12-16,9.375833333333333,-0.05134923,14.09,14.62
2021-12-17,10.822083333333335,-0.0496825122,19.45,8.49
2021-12-18,4.6475,-0.0801947112,22.8,7.3
2021-12-19,6.245833333333334,-0.121025912,16.29,10.6
2021-12-20,8.168333333333331,0.0911272196,17.69,19.27
2021-12-21,7.346249999999999,0.435250044,28.69,20.0
2021-12-22,7.585416666666667,-0.25240159,21.08,19.27
2021-12-23,9.920416666666668,0.0322421805999999,21.61,13.32
2021-12-24,7.23,0.358985424,22.51,16.87
2021-12-25,6.950416666666665,0.101500528,15.39,21.38
2021-12-26,5.418749999999999,0.1269448148,18.56,14.94
2021-12-27,4.619166666666666,0.0776452056,16.35,16.56
2021-12-28,4.378333333333334,0.0728167733999999,13.69,11.59
2021-12-29,5.774583333333333,-0.294984043,19.39,16.65923076923077
2021-12-30,12.87,0.0585543572,20.25,16.12923076923077
2021-12-31,17.023333333333337,-0.372404248,17.62,8.27
