date,open_SO2,sate_SO2,"GIFT City, Gandhinagar - IITM","IIPHG Lekawada, Gandhinagar - IITM"
2020-11-24,4.4475,0.282311857,14.24,14.24
2020-11-25,28.277500000000007,0.0772858687999999,6.76,6.76
2020-11-26,12.80833333333333,0.2759912499999999,8.89,8.89
2020-11-27,10.7125,0.0840870798,4.39,4.39
2020-11-28,11.736250000000004,-0.048625462,4.45,4.45
2020-11-29,10.787083333333332,0.488597363,8.41,8.41
2020-11-30,17.82958333333333,0.0234406506,4.41,4.41
2020-12-01,16.08125,0.144979686,7.33,7.33
2020-12-02,17.93916666666666,0.0859225116,7.93,7.93
2020-12-03,17.398749999999996,-0.439325124,11.62,11.62
2020-12-04,33.381250000000016,0.3058306978,10.53,10.53
2020-12-05,48.92833333333334,0.1970582052,10.39,10.39
2020-12-06,11.565833333333329,0.440881073,5.81,5.81
2020-12-07,18.188333333333333,0.475051522,6.41,6.41
2020-12-08,27.09708333333334,0.398306757,7.28,7.28
2020-12-09,17.745833333333334,0.2240124953999999,6.24,6.24
2020-12-10,30.686666666666667,0.386538565,8.45,8.45
2020-12-11,23.55083333333333,-0.0179962635999999,9.99,9.99
2020-12-12,8.866666666666665,0.1467721072,11.08,11.08
2020-12-13,10.5675,0.1579737638,11.21,11.21
2020-12-14,11.87625,0.0314827295999999,11.54,11.54
2020-12-15,12.269166666666663,0.1440212442,11.26,11.26
2020-12-16,11.419583333333334,0.1543080054,12.58,12.58
2020-12-17,11.427083333333334,0.016722906,11.67,11.67
2020-12-18,11.627916666666666,0.1930863347999999,14.43,14.43
2020-12-19,9.855,1.08070302,10.66,10.66
2020-12-20,5.521666666666667,0.0433229192,15.64,15.64
2020-12-21,8.488749999999998,0.183984218,10.41,10.41
2020-12-22,13.618333333333332,0.080103107,9.19,9.19
2020-12-23,14.287500000000003,0.589812517,12.84,12.84
2020-12-24,11.278333333333336,0.20196192,11.2,11.2
2020-12-25,8.968749999999998,0.3039756474,10.18,10.18
2020-12-26,22.17625,0.038288031,12.1,12.1
2020-12-27,10.07375,0.0672181674,13.45,13.45
2020-12-28,10.369583333333331,0.156918794,11.89,11.89
2020-12-29,13.335000000000004,0.1366119765999999,8.97,8.97
2020-12-30,14.97125,0.225126535,8.98,8.98
2020-12-31,11.04,0.036751024,9.97,9.97
2021-01-01,22.468333333333334,0.2328924348,9.15,9.15
2021-01-02,9.439166666666669,-0.02,9.47,9.47
2021-01-03,10.80958333333333,0.0341612086,8.86,8.86
2021-01-04,24.656250000000004,0.589999974,11.63,11.63
2021-01-05,11.005833333333332,0.1110540506,8.84,8.84
2021-01-06,10.863333333333337,0.0558809045999999,9.31,9.31
2021-01-07,9.704583333333336,-0.009803161,6.5,6.5
2021-01-08,19.345833333333328,0.0335268519999999,6.19,6.19
2021-01-09,11.472916666666668,0.1362830267999999,7.12,7.12
2021-01-10,10.273333333333332,-0.0247079103999999,6.6,6.6
2021-01-11,11.905833333333334,-0.545445204,8.03,8.03
2021-01-12,7.998333333333332,0.1015439273999999,7.49,7.49
2021-01-13,9.7175,-0.020375045,11.62,11.62
2021-01-14,8.698750000000002,0.290047786,7.51,7.51
2021-01-15,18.12708333333333,-0.158194289,9.47,9.47
2021-01-16,13.034999999999997,0.201915056,6.86,6.86
2021-01-17,29.133333333333336,0.1649840594,9.28,9.28
2021-01-18,30.43291666666667,0.535042167,6.63,6.63
2021-01-19,25.300416666666667,0.07509919,7.82,7.82
2021-01-20,23.886666666666667,-0.490196824,12.07,12.07
2021-01-21,12.398333333333332,0.0492352276,9.56,9.56
2021-01-22,51.69541666666666,-0.1501201688,7.9,7.9
2021-01-23,9.465833333333332,-0.290149957,9.52,9.52
2021-01-24,12.984583333333331,0.534957826,9.83,9.83
2021-01-25,10.56375,0.126669794,11.04,11.04
2021-01-26,11.9665,-0.0227270634,10.66,10.66
2021-01-27,8.36,-0.071768209,11.14,11.14
2021-01-28,11.350416666666668,0.1513670728,9.94,9.94
2021-01-29,11.924166666666666,-0.176206201,13.76,13.76
2021-01-30,10.166666666666668,0.4362886532,19.56,19.56
2021-01-31,7.422916666666668,-0.072424352,30.79,30.79
2021-02-01,10.24375,0.593411446,10.06,10.06
2021-02-02,30.10874999999999,-0.0352421016,8.4,8.4
2021-02-03,23.911666666666672,0.106666654,9.99,9.99
2021-02-04,13.964166666666664,0.1000368654,8.17,8.17
2021-02-05,14.13083333333333,0.290215582,7.87,7.87
2021-02-06,9.367916666666664,0.1284292521999999,8.59,8.59
2021-02-07,9.192083333333334,-0.2216992542,9.69,9.69
2021-02-08,12.412083333333332,-0.233466595,13.21,13.21
2021-02-09,23.8325,-0.13474223,12.14,12.14
2021-02-10,16.972499999999997,0.118453622,11.34,11.34
2021-02-11,13.49,-0.1460574938,8.85,8.85
2021-02-12,29.112916666666678,0.335173398,13.63,13.63
2021-02-13,27.99458333333333,-0.0082570222,10.08,10.08
2021-02-14,15.554166666666662,-0.286843777,9.61,9.61
2021-02-15,10.50625,-0.0840349869999999,11.38,11.38
2021-02-16,11.983333333333333,0.06000625,9.85,9.85
2021-02-17,14.287916666666666,0.068366133,8.88,8.88
2021-02-18,13.411250000000004,0.0513356568,11.26,11.26
2021-02-19,16.241249999999997,-0.056666669,7.14,7.14
2021-02-20,11.672916666666667,0.0830246819999999,9.42,9.42
2021-02-21,10.107916666666666,0.44501406,10.26,10.26
2021-02-22,29.411666666666665,-0.0016032424,13.25,13.25
2021-02-23,18.87208333333333,0.0554209552,11.54,11.54
2021-02-24,18.76333333333333,0.48689574,9.28,9.28
2021-02-25,12.335,0.905463934,10.32,10.32
2021-02-26,11.848333333333334,0.154748484,8.1,8.1
2021-02-27,6.499166666666668,0.0749070724,9.1,9.1
2021-02-28,9.46125,0.148437992,8.61,8.61
2021-03-01,10.544999999999998,0.0813875063999999,8.77,8.77
2021-03-02,15.046249999999995,0.393149972,10.24,10.24
2021-03-03,17.8275,0.3166629136,12.38,12.38
2021-03-04,13.50166666666667,0.388612956,8.91,8.91
2021-03-05,13.227499999999996,0.018509857,10.56,10.56
2021-03-06,9.413333333333336,0.0103019908,13.11,13.11
2021-03-07,9.82875,-0.225032806,13.51,13.51
2021-03-08,17.278333333333332,0.315852348,9.85,9.85
2021-03-09,10.622500000000002,0.075229637,8.4,8.4
2021-03-10,13.862916666666663,0.0827754052,10.95,10.95
2021-03-11,25.636250000000004,0.0885296255999999,8.81,8.81
2021-03-12,9.11125,-0.144798487,9.72,9.72
2021-03-13,22.108333333333334,0.525135934,15.66,15.66
2021-03-14,9.545652173913044,0.021655735,11.97,11.97
2021-03-15,10.935416666666669,0.080497079,11.86,11.86
2021-03-16,10.413333333333334,0.22003749,12.48,12.48
2021-03-17,10.48875,-0.0286310542,16.47,16.47
2021-03-18,9.765833333333331,0.2577207176,13.04,13.04
2021-03-19,17.14625,0.1806291566,15.4,15.4
2021-03-20,36.765416666666674,0.028009959,8.86,8.86
2021-03-21,11.36,0.686776042,11.42,11.42
2021-03-22,20.067083333333336,0.0335963678,7.63,7.63
2021-03-23,14.867916666666668,0.541661978,7.56,7.56
2021-03-24,10.447499999999996,0.0324122171999999,7.53,7.53
2021-03-25,9.069583333333336,0.104920328,7.36,7.36
2021-03-26,14.788750000000002,0.1704122182,11.47,11.47
2021-03-27,13.563749999999995,0.0382295492,10.45,10.45
2021-03-28,10.778750000000002,0.466319382,9.46,9.46
2021-03-29,9.887083333333331,0.169868782,7.58,7.58
2021-03-30,8.209583333333335,0.13449440788728176,6.79,6.79
2021-03-31,9.064166666666669,-0.073220857,6.63,6.63
2021-04-01,20.14208333333333,0.37841925,7.69,7.69
2021-04-02,21.840416666666663,0.0309441135999999,9.3,9.3
2021-04-03,15.68875,0.510028124,11.69,11.69
2021-04-04,12.181666666666665,-0.0001870366,9.66,9.66
2021-04-05,9.98875,0.28277719,8.02,8.02
2021-04-06,8.411666666666665,0.133473933,8.58,8.58
2021-04-07,10.425416666666663,-0.201574504,6.68,6.68
2021-04-08,12.81208333333334,0.343398958,7.88,7.88
2021-04-09,15.454583333333332,0.067803039,11.0,11.0
2021-04-10,12.573333333333329,0.080065615,9.89,9.89
2021-04-11,13.684999999999992,0.0013539521999999,12.01,12.01
2021-04-12,12.857499999999996,0.2083661348,13.5,13.5
2021-04-13,9.835416666666667,0.695520222,12.45,12.45
2021-04-14,14.305416666666668,0.329943746,8.52,8.52
2021-04-15,17.042083333333334,0.341849446,8.06,8.06
2021-04-16,6.719999999999999,1.72621059,8.07,8.07
2021-04-17,7.545416666666669,0.913602054,17.69,17.69
2021-04-18,9.32375,0.0579768786,9.75,9.75
2021-04-19,9.266249999999998,1.43331873,9.33,9.33
2021-04-20,7.674583333333333,0.077913153,9.44,9.44
2021-04-21,10.309583333333334,0.138469249,7.54,7.54
2021-04-22,24.08,0.231780708,7.41,7.41
2021-04-23,9.435,0.418069333,7.89,7.89
2021-04-24,16.389583333333338,0.0864226714,7.82,7.82
2021-04-25,17.46458333333333,0.0969919754,12.14,12.14
2021-04-26,21.063333333333333,0.150140598,10.33,10.33
2021-04-27,11.121666666666664,0.4113034076,11.69,11.69
2021-04-28,11.903749999999995,-0.02913298,8.07,8.07
2021-04-29,15.526250000000005,0.304873466,7.94,7.94
2021-04-30,16.858333333333327,0.005004686,8.2,8.2
2021-05-01,25.63333333333334,0.361636966,8.76,8.76
2021-05-02,19.48333333333333,0.365304649,8.28,8.28
2021-05-03,8.172083333333331,0.44704473,7.14,7.14
2021-05-04,8.43625,-0.0169222176,10.86,10.86
2021-05-05,7.729166666666667,0.189856231,11.14,11.14
2021-05-06,11.477083333333333,0.1874979942,10.0,10.0
2021-05-07,14.092916666666667,-0.0216901,9.38,9.38
2021-05-08,10.393749999999995,0.088322401,7.98,7.98
2021-05-09,8.769583333333335,0.0470140546,7.68,7.68
2021-05-10,8.766666666666666,0.054926578,6.0,6.0
2021-05-11,8.089999999999998,-0.0040337503999999,7.32,7.32
2021-05-12,8.278333333333332,0.0098594,8.81,8.81
2021-05-13,13.937083333333332,0.1204102805999999,14.15,14.15
2021-05-14,11.763333333333335,0.0229915626,6.54,6.54
2021-05-15,12.463333333333331,0.3627079039999999,8.08,8.08
2021-05-16,11.118333333333332,0.097397901,6.72,6.72
2021-05-17,9.102916666666664,0.157307083,5.87,5.87
2021-05-18,6.427500000000001,0.1584440449999999,8.59,8.59
2021-05-19,5.5,0.1280367064,4.92,4.92
2021-05-20,20.465416666666663,0.2997065424,5.64,5.64
2021-05-21,23.204999999999995,0.033500023,6.66,6.66
2021-05-22,18.557916666666667,0.114938061,6.01,6.01
2021-05-23,13.26,0.275014073,6.42,6.42
2021-05-24,12.478333333333332,0.347519934,6.33,6.33
2021-05-25,10.874166666666667,0.270028114,5.95,5.95
2021-05-26,18.93375,-0.026779141,4.5,4.5
2021-05-27,21.57291666666667,0.066703522,6.34,6.34
2021-05-28,22.585833333333326,0.17015934,6.54,6.54
2021-05-29,19.3925,0.1753777026,7.33,7.33
2021-05-30,14.931666666666665,0.18960011,7.94,7.94
2021-05-31,19.9825,0.569790065,7.14,7.14
2021-06-01,23.83208333333334,-0.024892207,7.17,7.17
2021-06-02,23.85458333333333,0.084989063,7.25,7.25
2021-06-03,19.55583333333333,0.138528615,14.21,14.21
2021-06-04,21.13125,0.133461431,6.62,6.62
2021-06-05,22.37666666666667,0.1644740314,8.96,8.96
2021-06-06,20.524583333333336,-0.0014753154,12.36,12.36
2021-06-07,15.517083333333332,0.2586895971999999,9.78,9.78
2021-06-08,11.284166666666666,0.2067004084,6.76,6.76
2021-06-09,10.873333333333337,0.019901538,7.49,7.49
2021-06-10,8.654583333333335,0.189971879,6.82,6.82
2021-06-11,12.731250000000005,-0.224967182,7.6,7.6
2021-06-12,7.7633333333333345,0.1017423988,6.54,6.54
2021-06-13,8.624999999999998,0.1369984328,7.47,7.47
2021-06-14,9.8875,0.0733429126,7.08,7.08
2021-06-15,14.354583333333332,0.0172784194,8.19,8.19
2021-06-16,22.909166666666668,0.159999996,2.47,2.47
2021-06-17,38.23750000000001,0.07,3.0,2.38
2021-06-18,23.20125,0.1430590524,3.3,2.01
2021-06-19,15.962083333333332,0.075033429,2.88,2.2
2021-06-20,13.617083333333332,0.203347373,3.01,2.18
2021-06-21,16.895833333333336,0.1996592864,2.8,2.04
2021-06-22,20.61583333333333,0.0921359788,2.84,2.03
2021-06-23,20.54458333333333,-0.0786308216,2.81,2.14
2021-06-24,18.35875,-0.039999999,2.94,1.96
2021-06-25,13.0925,0.419999987,2.96,1.96
2021-06-26,11.153749999999995,0.140000001,3.12,2.12
2021-06-27,11.181666666666668,0.026116954,2.99,1.89
2021-06-28,11.45375,0.2667139648,2.95,2.0
2021-06-29,17.81791666666666,0.1886508556,3.04,2.1
2021-06-30,13.595416666666663,0.1163711412,3.3,2.09
2021-07-01,13.007083333333336,0.1920043773999999,3.7,2.02
2021-07-02,15.55291666666667,0.2710558988,3.79,1.99
2021-07-03,15.32125,0.0412132032,4.31,2.03
2021-07-04,13.709166666666668,-0.115849249,4.4,2.15
2021-07-05,15.047916666666667,0.079999998,4.18,2.07
2021-07-06,15.252083333333331,-0.039999999,4.51,3.44
2021-07-07,9.257916666666668,0.1554402488,5.34,2.09
2021-07-08,8.813333333333334,0.0633908116,5.82,2.07
2021-07-09,17.504583333333336,0.1992718894,6.7,2.08
2021-07-10,9.815833333333332,0.14006874,4.75,2.24
2021-07-11,35.94125,-0.1202199063999999,3.74,2.01
2021-07-12,18.58333333333333,0.1766279274,3.01,2.02
2021-07-13,32.564166666666665,0.262110879,3.84,1.95
2021-07-14,64.94958333333334,0.0721245614,3.7,2.05
2021-07-15,40.321666666666665,-0.047346866,4.41,2.05
2021-07-16,48.82625,0.2623626008,4.06,2.03
2021-07-17,18.444166666666664,0.0839877084,5.51,2.24
2021-07-18,6.311666666666667,-0.0670515344,4.17,2.07
2021-07-19,7.11,0.2371900797999999,4.74,2.13
2021-07-20,7.048333333333332,0.2949490984,4.3,2.02
2021-07-21,5.915,0.2092264764,3.69,1.83
2021-07-22,7.463333333333334,0.1237792918,3.81,1.92
2021-07-23,11.004583333333334,0.0679803068,5.19,1.92
2021-07-24,4.737083333333334,0.1076027562,3.9,1.98
2021-07-25,5.556666666666668,-0.0233120854,3.4,2.02
2021-07-26,7.682083333333334,0.0953458307999999,3.12,1.92
2021-07-27,8.63875,0.0544829955999999,5.05,2.15
2021-07-28,7.245000000000001,0.098696038,5.99,1.95
2021-07-29,6.395000000000002,0.101826325,5.36,2.02
2021-07-30,6.298750000000001,0.2371826546,3.56,1.99
2021-07-31,5.87875,0.0034422382,3.25,1.95
2021-08-01,5.187916666666666,-0.087646982,2.95,2.06
2021-08-02,7.985416666666667,0.1408052406,2.86,2.01
2021-08-03,8.457083333333333,0.06867854,2.99,2.08
2021-08-04,8.067916666666669,0.1933658234,3.17,2.1
2021-08-05,10.279166666666669,0.1147845808,3.72,1.99
2021-08-06,15.581666666666663,0.0507454018,5.34,2.04
2021-08-07,19.63208333333333,0.2062178885999999,5.13,2.17
2021-08-08,16.42125,0.109986882,5.37,2.2
2021-08-09,17.25083333333333,0.1544471578,6.11,2.08
2021-08-10,13.730000000000002,0.0910837268,7.48,2.14
2021-08-11,10.77,0.2387129076,6.22,2.15
2021-08-12,12.07625,-0.0853483303999999,6.18,2.03
2021-08-13,14.198749999999997,0.023653227,6.62,2.3
2021-08-14,9.422916666666666,0.1323999881999999,5.65,2.15
2021-08-15,10.987916666666669,0.0735605962,5.56,2.06
2021-08-16,21.867500000000003,0.0616857259999999,5.9,1.94
2021-08-17,16.437083333333337,0.1536316385999999,5.01,2.13
2021-08-18,10.833333333333336,0.119131503,5.29,2.1
2021-08-19,16.317500000000003,0.3304717359999999,5.28,1.77
2021-08-20,13.684166666666664,0.317293617,4.56,2.08
2021-08-21,14.319166666666668,0.0074858069999999,3.31,2.13
2021-08-22,11.549583333333333,0.1252262784,4.13,1.91
2021-08-23,18.810416666666665,0.2359943718,5.28,2.04
2021-08-24,13.5425,0.0870377988,6.9,6.9
2021-08-25,10.6775,0.0936137115999999,5.16,5.16
2021-08-26,14.224166666666669,0.0439702628,6.44,2.18
2021-08-27,24.932500000000005,-0.114892207,7.27,2.19
2021-08-28,26.479166666666675,0.430000007,6.74,2.1
2021-08-29,14.174166666666665,0.0709606188,6.74,2.07
2021-08-30,10.620000000000005,0.0997792924,3.54,2.03
2021-08-31,17.242916666666662,0.1233214616,3.29,1.96
2021-09-01,40.531666666666666,0.1435839772,3.06,2.15
2021-09-02,50.68458333333333,0.193132156,2.91,2.05
2021-09-03,51.95583333333333,0.1860570814,3.75,2.14
2021-09-04,16.888333333333335,-0.029987507,4.64,2.03
2021-09-05,17.134583333333328,0.2180037162,3.19,2.21
2021-09-06,20.12375,-0.2074414378,3.06,2.11
2021-09-07,19.875833333333336,0.232995746,3.3,2.0
2021-09-08,42.43875,0.1527550696,2.99,2.16
2021-09-09,14.149583333333332,0.1230502992,2.57,2.08
2021-09-10,8.814166666666667,-0.0867247779999999,2.85,2.06
2021-09-11,11.956250000000002,0.3899600636,3.05,1.91
2021-09-12,6.169583333333335,0.2033627003999999,2.98,2.02
2021-09-13,20.47833333333333,0.0,3.31,2.12
2021-09-14,27.387499999999992,0.1340159036,2.54,2.22
2021-09-15,31.897500000000004,0.1937361494,2.97,1.88
2021-09-16,50.84375,0.3517825818,3.95,2.12
2021-09-17,44.0575,0.111388944,6.12,2.29
2021-09-18,12.586666666666666,0.2460550658,4.67,2.3
2021-09-19,10.439583333333331,0.0679343936,3.43,2.19
2021-09-20,14.421250000000002,0.2370609188,3.46,2.09
2021-09-21,13.04208333333333,0.0417907045999999,3.29,2.25
2021-09-22,16.52125,-0.0983417786,3.58,2.28
2021-09-23,28.809166666666677,0.1592302832,4.16,2.06
2021-09-24,58.78124999999999,0.095501104,4.94,2.2
2021-09-25,15.893333333333333,0.0790736332,4.09,2.06
2021-09-26,16.21291666666667,0.159811078,3.54,2.09
2021-09-27,23.38833333333333,0.0343365779999999,3.22,2.11
2021-09-28,17.80625,0.529999971,3.84,2.16
2021-09-29,14.668333333333337,0.1098649038,3.17,2.17
2021-09-30,52.88,0.2557748615999999,3.39,2.19
2021-10-01,52.392500000000005,0.1877145542,3.92,2.19
2021-10-02,11.645833333333334,0.0778485746,3.7,2.17
2021-10-03,8.359583333333331,-0.239999995,3.28,2.11
2021-10-04,9.37625,0.182027492,3.51,2.06
2021-10-05,13.261666666666663,0.0486616676,3.97,2.1
2021-10-06,18.105833333333333,0.109709427,3.81,1.96
2021-10-07,15.438333333333334,0.0627172822,3.7,2.15
2021-10-08,60.41416666666668,0.079999998,4.2,2.12
2021-10-09,23.340833333333336,0.1917894542,5.72,2.11
2021-10-10,14.001250000000004,0.2103721989999999,4.46,2.2
2021-10-11,20.870416666666667,0.1893277108,4.77,2.33
2021-10-12,14.085416666666667,-0.0558152592,4.1,2.36
2021-10-13,12.072083333333332,0.0894564343999999,3.51,2.15
2021-10-14,11.09125,0.438406765,4.25,2.11
2021-10-15,12.727499999999996,0.063292719,2.21,2.21
2021-10-16,9.510833333333336,0.0943702956,9.83,2.22
2021-10-17,14.191249999999998,0.3774732768,1.2,2.31
2021-10-18,12.733333333333333,0.0310409306,2.58,2.2
2021-10-19,7.93,-0.190234333,5.14,2.88
2021-10-20,11.027499999999998,0.1350084364,5.88,2.3
2021-10-21,18.8975,0.0253229408,4.17,2.16
2021-10-22,13.202083333333333,0.0301999,4.63,2.21
2021-10-23,11.884166666666667,-0.570037484,6.11,2.33
2021-10-24,18.54833333333333,0.588125944,7.28,2.28
2021-10-25,19.40375,0.3177340469999999,4.81,2.35
2021-10-26,14.46583333333333,0.2023076996,4.77,2.24
2021-10-27,9.8175,-0.0644586162,3.78,1.96
2021-10-28,9.154166666666669,0.320118755,3.42,2.27
2021-10-29,10.371666666666668,0.3125023543999999,3.8,2.18
2021-10-30,7.095833333333335,0.194835961,5.03,2.2
2021-10-31,9.215416666666668,0.153270841,4.42,2.14
2021-11-01,10.692083333333334,0.197319582,3.87,2.23
2021-11-02,6.6275,-0.383730143,4.64,2.18
2021-11-03,8.658750000000001,0.0945041983999999,3.69,2.34
2021-11-04,8.711666666666668,0.450196832,5.26,2.23
2021-11-05,6.989166666666666,0.193791733,4.06,2.29
2021-11-06,8.121249999999998,0.0647018686,4.54,2.16
2021-11-07,5.639600000000001,-0.460365564,3.33,2.2
2021-11-08,5.800833333333333,-0.470552981,3.84,2.22
2021-11-09,8.362083333333334,-0.186638549,4.84,2.32
2021-11-10,8.292916666666668,0.1051523402,4.53,2.4
2021-11-11,8.448333333333332,-0.001861937,4.41,2.43
2021-11-12,8.788333333333336,0.2029518786,5.56,2.4
2021-11-13,10.185833333333331,-0.280000001,5.38,2.36
2021-11-14,12.168333333333331,0.0785985556,4.72,2.5
2021-11-15,14.414583333333333,0.166363597,4.63,2.31
2021-11-16,14.313749999999995,0.076854125,4.2,2.81
2021-11-17,12.0025,0.1274018765999999,4.14,2.54
2021-11-18,10.985416666666666,0.1576385444,5.0,2.5
2021-11-19,14.140833333333331,0.1269684464,3.81,1.99
2021-11-20,8.171249999999999,0.1131265278,3.86,2.34
2021-11-21,9.52125,0.177010311,4.32,2.46
2021-11-22,10.032083333333334,0.185337083,4.6,2.66
2021-11-23,14.081666666666663,0.343329161,4.72,2.68
2021-11-24,13.16916666666667,0.070009373,3.75,4.4
2021-11-25,17.795000000000005,0.328072459,4.38,2.91
2021-11-26,12.79083333333334,0.1907545268,4.53,2.68
2021-11-27,10.08,0.872452497,4.61,2.78
2021-11-28,6.679166666666666,0.2011250443999999,3.99,3.03
2021-11-29,5.817916666666668,0.279718727,4.38,2.69
2021-11-30,7.28375,0.1103530138,2.77,2.83
2021-12-01,8.485833333333332,0.0043417751999999,4.07,2.51
2021-12-02,7.525416666666669,0.0764036312,3.1,2.04
2021-12-03,8.822916666666666,0.0150240601999999,4.29,2.36
2021-12-04,6.980416666666667,0.0650471776,4.38,2.61
2021-12-05,9.63375,0.0177300615999999,4.56,49.91
2021-12-06,9.78625,-0.895051539,3.56,55.62
2021-12-07,9.665,0.13449440788728176,4.48,28.73
2021-12-08,11.8525,0.0134493484,4.14,66.46
2021-12-09,12.545416666666668,0.520237386,3.54,68.71
2021-12-10,9.684583333333334,0.49000001,4.7,76.57
2021-12-11,8.734583333333333,0.633361459,3.77,78.09
2021-12-12,8.144583333333332,0.2310225902,3.97,30.93
2021-12-13,14.570000000000002,0.0828017056,2.61,75.41
2021-12-14,9.234166666666669,0.1432137832,18.84,66.06
2021-12-15,12.004166666666665,0.1689234524,3.92,75.26
2021-12-16,11.120833333333332,0.1724723684,3.83,36.49
2021-12-17,10.414166666666668,-0.086594805,3.19,60.71
2021-12-18,11.555833333333332,-0.278450489,3.52,65.96
2021-12-19,8.059583333333334,0.0296082414,3.38,44.58
2021-12-20,8.814583333333335,0.250318676,3.44,71.0
2021-12-21,10.971666666666666,-0.0374222562,4.23,40.8
2021-12-22,24.89958333333334,0.185089052,3.45,59.19
2021-12-23,15.36625,0.203769447,5.22,54.29
2021-12-24,7.844999999999998,0.1030007332,4.41,58.58
2021-12-25,12.739166666666671,-0.79673332,4.05,58.64
2021-12-26,8.794166666666667,0.280000001,3.52,71.38
2021-12-27,13.242916666666671,0.038431745,4.75,54.41
2021-12-28,13.97458333333333,0.1858219337999999,3.43,50.85
2021-12-29,8.951666666666666,-0.404461056,2.92,69.61
2021-12-30,9.555833333333332,-0.0998315199999999,3.36,59.05
2021-12-31,8.395833333333336,0.0806272954,3.55,55.97
