date,open_NO2,sate_NO2,"Alandi, Pune - IITM","Bhosari, Pune - IITM","Hadapsar, Pune - IITM","Karve Road, Pune - MPCB","Mhada Colony, Pune - IITM","MIT-Kothrud, Pune - IITM","Revenue Colony-Shivajinagar, Pune - IITM"
2020-11-24,36.5875,4108302000000000.0,21.72,21.72,21.72,21.72,21.72,21.72,21.72
2020-11-25,44.08541666666667,4670544000000000.0,17.05,17.05,17.05,17.05,17.05,17.05,17.05
2020-11-26,28.830416666666665,4648470000000000.0,11.54,11.54,11.54,11.54,11.54,11.54,11.54
2020-11-27,6.664583333333333,4377056000000000.0,9.46,9.46,9.46,9.46,9.46,9.46,9.46
2020-11-28,8.325,4846894000000000.0,8.03,8.03,8.03,8.03,8.03,8.03,8.03
2020-11-29,27.5825,3238280000000000.0,3.38,3.38,3.38,3.38,3.38,3.38,3.38
2020-11-30,34.464166666666664,4453758000000000.0,7.43,7.43,7.43,7.43,7.43,7.43,7.43
2020-12-01,39.44541666666666,4052020000000000.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2020-12-02,38.74916666666668,3856348000000000.0,6.74,6.74,6.74,6.74,6.74,6.74,6.74
2020-12-03,53.96458333333333,5339690000000000.0,7.36,41.0,67.48,41.0,41.0,41.0,41.0
2020-12-04,53.080000000000005,4288120000000000.0,22.07,12.13,12.13,12.13,12.13,12.13,12.13
2020-12-05,35.403333333333336,4945520000000000.0,26.29,39.46,54.41,65.97,54.41,65.97,65.97
2020-12-06,37.952916666666674,4443380000000000.0,24.03,33.97,108.58,83.4,108.58,83.4,83.4
2020-12-07,30.681666666666672,4179580000000000.0,17.95,37.26,50.47,69.06,50.47,69.06,69.06
2020-12-08,43.51375,4316440000000000.0,11.26,34.44,49.97,14.85,49.97,14.85,60.38
2020-12-09,43.92,4139850000000000.0,8.65,18.32,26.03,10.75,26.03,10.75,48.84
2020-12-10,43.37666666666666,4623640000000000.0,12.83,17.53,25.84,11.33,25.84,11.33,52.61
2020-12-11,36.50041666666666,4090398000000000.0,15.58,15.58,43.32,16.46,43.32,16.46,71.6
2020-12-12,22.557916666666667,4778724000000000.0,23.2,23.2,44.84,19.05,44.84,19.05,62.27
2020-12-13,32.95208333333334,3239923800000000.0,22.86,22.86,38.65,18.19,38.65,18.19,48.26
2020-12-14,47.66083333333333,4465898000000000.0,23.38,23.38,69.96,17.37,69.96,17.37,56.02
2020-12-15,30.364166666666677,4755100000000000.0,28.83,28.83,45.34,20.5,45.34,20.5,58.9
2020-12-16,31.46125,4820822000000000.0,22.56,22.56,46.77,19.83,46.77,19.83,81.05
2020-12-17,28.7075,5559880000000000.0,21.51,21.51,48.61,17.98,48.61,17.98,88.59
2020-12-18,34.566250000000004,5113304000000000.0,22.6,22.6,99.52,19.8,99.52,19.8,69.18
2020-12-19,26.885416666666668,4353190000000000.0,57.18,57.18,38.98,24.66,38.98,24.66,24.66
2020-12-20,31.70333333333333,4333116000000000.0,38.74,38.74,38.74,20.36,38.74,20.36,96.56
2020-12-21,38.01500000000001,4340600000000000.0,50.47,50.47,50.47,21.55,50.47,21.55,99.82
2020-12-22,46.21541666666667,5041370000000000.0,72.3,72.3,72.3,23.42,72.3,23.42,91.75
2020-12-23,51.24416666666667,4360810000000000.0,24.71,24.71,84.68,26.49,84.68,26.49,89.71
2020-12-24,44.73708333333333,5084450000000000.0,20.71,20.71,90.74,21.28,90.74,21.28,90.71
2020-12-25,34.26916666666667,4015394000000000.0,65.19,65.19,65.19,22.09,65.19,22.09,87.11
2020-12-26,40.821666666666665,4749150000000000.0,21.77,21.77,52.07,27.39,52.07,27.39,95.17
2020-12-27,33.46999999999999,4806822000000000.0,20.73,20.73,72.1,18.78,72.1,18.78,60.58
2020-12-28,37.24416666666667,4721390000000000.0,15.45,15.45,66.28,18.36,66.28,18.36,56.07
2020-12-29,50.195000000000014,3144671800000000.0,20.58,20.58,68.67,16.3,68.67,16.3,57.37
2020-12-30,46.60708333333332,4824930000000000.0,60.15,60.15,60.15,22.38,60.15,22.38,44.78
2020-12-31,32.03416666666667,5561710000000000.0,27.02,36.53,37.6,24.83,37.6,24.83,24.83
2021-01-01,33.399166666666666,4397118000000000.0,24.85,35.85,30.57,21.52,30.57,21.52,21.52
2021-01-02,41.60625,4468570000000000.0,26.03,37.19,29.83,19.93,29.83,19.93,19.93
2021-01-03,36.934583333333336,5280416000000000.0,42.93,42.93,37.03,22.03,37.03,22.03,22.03
2021-01-04,27.03625000000001,4114048000000000.0,27.27,30.11,31.79,18.97,31.79,18.97,18.97
2021-01-05,33.73083333333333,4700292000000000.0,25.84,26.68,28.45,16.86,28.45,16.86,16.86
2021-01-06,37.68625,4468450000000000.0,23.25,42.72,42.88,17.3,42.88,17.3,17.3
2021-01-07,23.413333333333338,5135570000000000.0,33.17,33.17,67.56,14.97,67.56,14.97,14.97
2021-01-08,30.16708333333333,4840756000000000.0,26.96,26.52,33.51,8.67,33.51,8.67,8.67
2021-01-09,23.09875,3939410000000000.0,24.88,28.94,38.22,15.14,38.22,15.14,15.14
2021-01-10,22.769583333333333,4646132000000000.0,28.75,32.37,62.47,13.91,62.47,13.91,13.91
2021-01-11,27.707916666666662,4867840000000000.0,22.94,32.78,33.37,13.89,33.37,13.89,13.89
2021-01-12,31.881249999999994,3837134000000000.0,22.27,40.94,28.5,18.76,49.4,22.52,22.52
2021-01-13,33.225,4615290000000000.0,28.08,38.24,25.14,14.81,59.05,22.41,61.8
2021-01-14,45.50375,4159168000000000.0,26.65,32.13,25.4,14.28,99.9,12.43,12.43
2021-01-15,44.71916666666667,4208330000000000.0,20.25,31.1,55.11,12.7,55.11,22.48,54.26
2021-01-16,35.14166666666666,4905290000000000.0,23.66,33.81,59.35,14.81,59.35,22.5,57.21
2021-01-17,34.90916666666667,4490504000000000.0,23.55,23.55,60.05,13.75,60.05,22.47,59.0
2021-01-18,30.30125,5068080000000000.0,20.04,31.56,56.7,16.34,56.7,22.48,66.19
2021-01-19,36.58916666666667,5063732000000000.0,22.69,66.41,61.28,16.95,61.28,22.49,47.52
2021-01-20,30.9375,5502490000000000.0,20.21,26.19,66.38,12.98,66.38,22.55,34.93
2021-01-21,42.35458333333333,5051940000000000.0,18.84,24.91,117.93,9.09,117.93,22.55,35.23
2021-01-22,59.53833333333333,4927660000000000.0,24.48,34.74,146.98,17.24,146.98,22.49,55.37
2021-01-23,38.196666666666665,4803840000000000.0,24.18,24.18,169.26,17.26,169.26,22.53,43.41
2021-01-24,26.17375,6778302000000000.0,20.04,20.04,32.74,16.31,127.18,22.48,48.01
2021-01-25,37.18666666666666,5817680000000000.0,20.41,36.7,28.85,17.03,144.6,22.4,42.2
2021-01-26,32.563,4433034000000000.0,35.77,31.52,28.14,14.14,133.27,22.59,39.0
2021-01-27,73.6875,5129960000000000.0,23.22,57.27,28.13,14.03,144.67,22.47,48.14
2021-01-28,39.26041666666666,3966148000000000.0,26.55,183.4,102.9,22.46,102.9,22.46,43.58
2021-01-29,35.59333333333334,4661480000000000.0,20.92,20.92,182.6,21.49,182.6,22.12,52.1
2021-01-30,24.272916666666664,4910812000000000.0,21.74,21.74,87.43,27.73,87.43,22.5,43.72
2021-01-31,25.08333333333333,5776440000000000.0,25.46,25.46,56.89,28.62,56.89,22.13,56.89
2021-02-01,31.2375,4546570000000000.0,22.02,22.02,63.69,32.03,63.69,22.11,22.11
2021-02-02,38.16,4420488000000000.0,15.94,15.94,60.68,29.39,60.68,12.31,77.71
2021-02-03,50.70416666666667,4244680000000000.0,19.09,19.09,80.18,27.97,80.18,22.08,75.99
2021-02-04,47.867916666666666,4455462000000000.0,19.75,19.75,79.79,26.92,79.79,12.26,86.91
2021-02-05,21.675,4726830000000000.0,10.02,10.02,33.97,24.17,91.9,11.88,49.25
2021-02-06,21.45083333333333,4136644000000000.0,10.36,10.36,26.69,27.25,69.09,22.02,68.93
2021-02-07,31.85000000000001,4697260000000000.0,11.5,11.5,27.08,26.76,47.87,22.54,79.19
2021-02-08,35.792500000000004,4887910000000000.0,54.34,54.34,20.05,32.01,54.34,11.98,97.35
2021-02-09,44.165416666666665,6182830000000000.0,69.16,69.16,30.4,34.16,79.27,22.48,98.99
2021-02-10,57.37541666666667,6398960000000000.0,15.04,15.04,109.19,29.54,109.19,22.5,74.51
2021-02-11,52.72625000000002,4124470000000000.0,22.54,22.54,33.11,27.13,97.86,22.54,81.3
2021-02-12,50.437916666666666,5375190000000000.0,22.51,22.51,36.19,29.65,104.59,22.52,78.16
2021-02-13,34.410833333333336,3844192000000000.0,27.28,27.28,36.11,31.02,99.01,22.4,70.33
2021-02-14,37.69958333333333,4815480000000000.0,23.66,23.66,32.95,28.14,91.18,22.52,55.96
2021-02-15,30.11208333333333,3848492000000000.0,21.77,21.77,91.98,26.09,91.98,22.49,51.24
2021-02-16,29.553333333333335,4989660000000000.0,21.68,21.68,77.04,24.99,77.04,22.47,22.47
2021-02-17,37.09416666666667,5556600000000000.0,13.45,13.45,66.83,26.65,66.83,22.49,22.49
2021-02-18,27.940416666666668,3716288000000000.0,14.07,14.07,24.1,22.19,43.95,22.44,58.68
2021-02-19,14.801249999999998,3696140000000000.0,13.79,13.79,28.11,16.51,28.11,22.57,69.55
2021-02-20,11.745000000000005,4880372000000000.0,15.11,15.11,42.7,21.56,42.7,11.98,70.73
2021-02-21,21.03125,4499070000000000.0,15.48,15.48,52.16,29.19,52.16,11.94,11.94
2021-02-22,39.388333333333335,4553676000000000.0,16.69,16.69,50.3,29.28,50.3,22.15,85.89
2021-02-23,35.69291666666667,5765120000000000.0,12.31,12.31,34.21,28.6,74.15,22.43,77.62
2021-02-24,43.74416666666667,6690420000000000.0,12.75,12.75,32.76,28.04,83.92,12.29,69.01
2021-02-25,24.367916666666677,5610224000000000.0,85.25,85.25,25.8,22.9,85.25,22.5,48.92
2021-02-26,35.28875,7455570000000000.0,79.49,79.49,21.78,19.01,79.49,22.6,43.33
2021-02-27,18.866250000000004,4893366000000000.0,89.34,89.34,23.29,23.74,89.34,22.5,66.48
2021-02-28,29.068749999999994,5455460000000000.0,85.27,85.27,25.85,21.53,85.27,22.47,57.37
2021-03-01,24.76083333333333,5455234000000000.0,80.73,80.73,25.07,24.07,80.73,21.99,72.75
2021-03-02,28.56708333333333,5045730000000000.0,86.45,86.45,25.66,23.58,86.45,12.31,65.48
2021-03-03,30.13,4183198000000000.0,86.68,86.68,86.68,24.65,86.68,22.17,72.66
2021-03-04,30.21583333333334,6371640000000000.0,89.17,89.17,89.17,25.81,89.17,22.14,83.98
2021-03-05,25.885,5581300000000000.0,86.92,86.92,86.92,25.56,86.92,22.43,68.12
2021-03-06,25.099999999999994,6039734000000000.0,94.52,94.52,24.13,20.66,94.52,22.47,42.44
2021-03-07,20.71125,5818790000000000.0,74.9,74.9,25.93,20.64,74.9,22.17,47.22
2021-03-08,35.30541666666667,-10143000000000.0,80.67,80.67,26.53,23.71,80.67,11.97,69.61
2021-03-09,24.06875,5656320000000000.0,88.11,88.11,26.6,26.86,88.11,12.29,62.06
2021-03-10,24.517916666666665,5233466000000000.0,82.6,82.6,27.81,24.08,82.6,11.95,46.7
2021-03-11,30.17458333333333,5745690000000000.0,82.91,82.91,27.58,22.0,82.91,11.96,34.2
2021-03-12,19.291666666666664,5879800000000000.0,74.79,74.79,32.27,17.03,74.79,22.06,49.76
2021-03-13,16.04125,5650010000000000.0,63.61,63.61,30.59,25.58,63.61,12.47,72.23
2021-03-14,19.03913043478261,6786850000000000.0,73.13,73.13,32.73,27.62,73.13,22.39,49.47
2021-03-15,21.019583333333333,7348250000000000.0,77.35,77.35,32.31,51.14,77.35,51.14,51.14
2021-03-16,20.058750000000003,6294160000000000.0,82.37,82.37,28.16,24.71,82.37,21.9,73.41
2021-03-17,31.8825,4424686000000000.0,80.97,80.97,31.46,26.53,80.97,22.51,59.08
2021-03-18,18.124166666666664,4603100000000000.0,80.78,80.78,26.75,24.0,80.78,12.35,48.32
2021-03-19,25.647500000000004,3490100000000000.0,71.99,71.99,28.87,20.53,71.99,16.1,47.06
2021-03-20,21.86916666666667,5222020000000000.0,80.16,80.16,33.29,17.46,80.16,41.33,58.64
2021-03-21,34.536249999999995,5988000000000000.0,52.45,52.45,25.9,41.4,52.45,41.4,64.71
2021-03-22,29.68208333333334,5774690000000000.0,69.71,69.71,27.44,20.79,69.71,41.28,64.45
2021-03-23,20.692500000000003,4455330000000000.0,57.5,57.5,27.04,21.48,57.5,41.26,70.7
2021-03-24,38.80416666666667,-729106000000000.0,59.71,59.71,22.95,22.73,59.71,40.72,62.11
2021-03-25,15.77833333333333,4782210000000000.0,77.39,77.39,26.64,19.04,77.39,41.37,65.82
2021-03-26,19.094999999999995,3139073400000000.0,84.54,84.54,30.13,22.74,84.54,41.32,77.94
2021-03-27,15.431666666666668,5084300000000000.0,98.2,98.2,33.92,31.58,98.2,41.36,73.19
2021-03-28,17.809583333333336,5350900000000000.0,84.81,84.81,29.25,22.24,84.81,22.24,41.22
2021-03-29,19.117083333333337,6304420000000000.0,51.14,51.14,23.29,41.36,51.14,41.36,27.77
2021-03-30,19.295833333333334,5462130000000000.0,64.31,64.31,27.89,16.59,64.31,41.3,31.01
2021-03-31,16.628333333333334,6098090000000000.0,21.05,21.05,29.52,11.26,73.57,41.28,35.7
2021-04-01,10.637083333333331,4258530000000000.0,10.13,10.13,27.23,12.75,75.3,22.42,28.55
2021-04-02,12.37625,5840366000000000.0,31.49,31.49,27.56,23.62,51.73,21.95,29.96
2021-04-03,7.556250000000001,4683220000000000.0,33.69,33.69,27.45,20.58,42.26,20.58,18.98
2021-04-04,17.03375,3899616000000000.0,33.81,33.81,31.36,16.78,31.36,16.78,16.78
2021-04-05,27.630416666666672,5538150000000000.0,32.53,32.53,26.4,20.88,47.52,40.23,30.37
2021-04-06,19.69708333333333,5868450000000000.0,19.51,19.51,25.78,24.84,49.34,40.54,48.92
2021-04-07,22.805833333333336,4940138000000000.0,13.88,13.88,27.96,16.44,56.45,41.36,37.82
2021-04-08,14.44875,3076070000000000.0,14.71,14.71,22.73,20.74,66.51,41.36,35.89
2021-04-09,23.004583333333333,3841270000000000.0,15.71,15.71,21.84,15.51,41.56,41.12,32.1
2021-04-10,27.66291666666666,5113450000000000.0,18.65,18.65,21.03,22.63,29.24,22.63,27.69
2021-04-11,16.730416666666667,5575126000000000.0,14.96,14.96,18.08,22.61,29.04,22.61,19.63
2021-04-12,68.47416666666666,3089090000000000.0,17.72,17.72,22.28,18.9,43.59,21.94,46.08
2021-04-13,34.51291666666666,5133820000000000.0,18.98,18.98,24.81,41.57,37.16,41.57,39.57
2021-04-14,23.61708333333333,3541520000000000.0,12.84,12.84,19.59,40.39,33.06,40.39,40.39
2021-04-15,15.694166666666668,5053440000000000.0,15.46,15.46,21.43,8.28,34.23,8.28,20.54
2021-04-16,21.50625,6889890000000000.0,14.9,14.9,23.76,21.18,38.13,21.18,21.18
2021-04-17,15.069166666666668,5241270000000000.0,13.11,13.11,24.61,7.92,45.18,7.92,20.87
2021-04-18,12.716249999999995,4572714000000000.0,10.78,10.78,16.44,16.57,37.62,16.57,16.57
2021-04-19,10.050416666666669,4485700000000000.0,13.39,13.39,20.83,12.0,44.14,43.27,20.49
2021-04-20,15.844166666666666,3234638000000000.0,9.45,9.45,20.11,10.7,51.1,42.59,15.37
2021-04-21,22.03625,4671830000000000.0,12.06,12.06,21.22,43.42,40.64,43.42,17.49
2021-04-22,22.43041666666667,4416030000000000.0,11.58,11.58,16.34,11.61,39.73,41.5,23.35
2021-04-23,21.890833333333333,4377708000000000.0,11.12,11.12,20.95,10.52,59.92,22.65,20.41
2021-04-24,21.64375,4956800000000000.0,12.78,12.78,12.37,10.46,45.05,42.89,19.68
2021-04-25,15.79,4972030000000000.0,11.67,11.67,16.39,11.47,38.16,42.23,17.73
2021-04-26,31.547083333333337,4648400000000000.0,14.21,14.21,14.36,13.07,37.49,42.03,24.17
2021-04-27,16.856666666666666,4399748000000000.0,13.05,13.05,14.86,41.67,38.35,41.67,29.23
2021-04-28,22.109166666666667,4522090000000000.0,11.26,11.26,23.86,41.57,48.75,41.57,24.45
2021-04-29,15.976666666666668,5087830000000000.0,11.03,11.03,20.6,43.5,36.82,43.5,22.42
2021-04-30,14.730833333333337,5156510000000000.0,11.09,11.09,20.87,40.8,48.11,40.8,27.32
2021-05-01,28.62500000000001,4833050000000000.0,12.18,12.18,13.54,42.03,41.32,42.03,25.05
2021-05-02,42.83541666666665,5595900000000000.0,24.93,24.93,15.37,22.56,35.74,22.56,19.49
2021-05-03,10.94041666666667,3734240000000000.0,24.78,24.78,20.48,13.04,30.68,13.04,24.72
2021-05-04,12.130416666666669,4801200000000000.0,19.02,19.02,21.44,14.81,31.18,14.81,24.64
2021-05-05,16.525000000000002,4366880000000000.0,27.04,27.04,20.15,3.46,32.23,3.46,19.08
2021-05-06,13.53041666666667,3414956000000000.0,27.47,27.47,16.69,3.41,30.85,3.41,15.28
2021-05-07,33.909166666666664,3689946000000000.0,26.87,26.87,18.56,3.15,30.33,3.15,20.52
2021-05-08,12.022083333333336,5277220000000000.0,29.72,29.72,20.26,6.86,30.04,6.86,12.83
2021-05-09,7.454166666666666,4968266000000000.0,27.88,27.88,14.47,9.6,24.95,9.6,8.11
2021-05-10,7.384166666666668,4768620000000000.0,26.38,26.38,18.24,15.92,29.94,15.92,12.7
2021-05-11,9.389166666666666,640775000000000.0,26.85,26.85,18.63,11.19,35.6,11.19,14.88
2021-05-12,6.247500000000001,5416800000000000.0,26.84,26.84,15.81,9.86,28.47,9.86,9.22
2021-05-13,11.763333333333334,6032914000000000.0,28.43,28.43,13.5,9.59,26.85,9.59,10.97
2021-05-14,24.91916666666667,3645910000000000.0,29.36,29.36,18.71,9.52,23.77,9.52,13.6
2021-05-15,6.0370833333333325,3406390000000000.0,29.58,29.58,16.83,15.62,19.31,15.62,20.49
2021-05-16,5.2283333333333335,4077786000000000.0,27.29,27.29,11.51,12.78,16.52,12.78,11.74
2021-05-17,5.553333333333334,3754970000000000.0,26.07,26.07,10.47,8.32,17.88,8.32,14.78
2021-05-18,7.535416666666666,3639728000000000.0,19.19,19.19,11.07,7.27,19.19,7.27,12.66
2021-05-19,9.705416666666666,3120830000000000.0,30.14,30.14,13.09,11.83,23.33,11.83,10.14
2021-05-20,10.90125,5186816000000000.0,24.9,24.9,16.13,7.63,29.57,7.63,9.18
2021-05-21,6.496249999999999,3829080000000000.0,27.05,27.05,15.83,6.39,36.68,6.39,12.89
2021-05-22,4.47,3055146000000000.0,25.96,25.96,14.8,6.27,26.31,6.27,7.02
2021-05-23,9.67291666666667,3807258000000000.0,24.42,24.42,13.17,6.27,23.82,6.27,9.69
2021-05-24,17.930416666666666,4947630000000000.0,23.46,23.46,14.96,6.27,29.97,6.27,12.96
2021-05-25,16.835833333333333,4724726000000000.0,25.34,25.34,9.42,6.27,27.32,6.27,12.92
2021-05-26,4.254166666666667,3121210000000000.0,24.26,24.26,33.09,6.28,33.09,6.28,9.22
2021-05-27,5.134166666666665,160190000000000.0,22.39,22.39,4.99,7.05,24.67,6.28,6.96
2021-05-28,4.700833333333333,4668910000000000.0,22.82,22.82,4.72,6.61,28.16,6.42,7.87
2021-05-29,3.945833333333333,4582956000000000.0,23.64,23.64,4.99,6.44,22.88,6.91,11.13
2021-05-30,7.197083333333333,4125170000000000.0,26.09,26.09,8.02,11.66,8.02,11.66,8.02
2021-05-31,10.52875,5665900000000000.0,25.13,25.13,41.6,23.06,41.6,23.06,9.9
2021-06-01,14.366666666666667,3978030000000000.0,35.76,35.76,25.16,3.24,25.16,17.87,9.59
2021-06-02,13.707916666666664,6043150000000000.0,19.05,19.05,18.57,2.77,18.57,59.63,11.31
2021-06-03,22.227083333333336,4202600000000000.0,20.05,20.05,31.81,4.66,31.81,35.69,16.09
2021-06-04,23.89875,3616574000000000.0,20.24,20.24,19.8,2.68,31.85,66.37,15.78
2021-06-05,15.951666666666664,5674856000000000.0,23.23,23.23,18.04,8.1,28.67,11.31,14.05
2021-06-06,7.702083333333335,3078580000000000.0,20.63,20.63,20.63,8.35,20.63,8.35,10.38
2021-06-07,7.274999999999999,4140500000000000.0,18.7,18.7,6.8,5.14,40.58,8.0,7.12
2021-06-08,4.755833333333333,4709976000000000.0,19.58,19.58,5.03,3.49,19.58,8.65,5.57
2021-06-09,5.275,4761516000000000.0,20.63,20.63,5.22,1.65,20.63,13.08,0.76
2021-06-10,4.182916666666666,5235852000000000.0,26.89,26.89,5.82,2.91,26.89,10.8,0.48
2021-06-11,4.723333333333334,4385338000000000.0,20.28,20.28,4.92,2.27,20.28,279.17,12.79
