date,open_SO2,sate_SO2,"Rajbagh, Srinagar - JKSPCB"
2020-11-24,36.775,-0.169999987,18.41
2020-11-25,27.30458333333333,0.0063357102,2.1
2020-11-26,27.984583333333333,0.159940585,7.74
2020-11-27,30.55708333333334,-0.0023061002,8.53
2020-11-28,20.782499999999995,-0.009881074,9.83
2020-11-29,24.87125,0.053476964,12.05
2020-11-30,34.540416666666665,-0.104873739,5.99
2020-12-01,31.99791666666667,0.0233485094,6.61
2020-12-02,32.53458333333333,-0.019964337,8.99
2020-12-03,32.31458333333333,0.236820176,19.14
2020-12-04,33.78541666666666,-0.0096800369999999,12.18
2020-12-05,21.79583333333333,0.049920775,11.93
2020-12-06,18.914583333333336,-0.1016671121999999,14.75
2020-12-07,14.54416666666667,-0.00747956,17.97
2020-12-08,13.866666666666664,-0.0060306992,6.0
2020-12-09,26.90125,0.105743237,6.14
2020-12-10,30.666250000000005,-0.090059414,8.57
2020-12-11,22.297083333333333,0.0178232192,7.9
2020-12-12,16.22041666666667,0.001664191,5.18
2020-12-13,28.74,0.0057933984,2.92
2020-12-14,34.33166666666667,-0.025011148,3.26
2020-12-15,34.36333333333334,-0.0313531404,2.57
2020-12-16,29.75833333333334,-0.109955437,2.73
2020-12-17,31.899166666666662,-0.0200309009999999,3.34
2020-12-18,28.009583333333328,0.087812185,5.32
2020-12-19,19.90833333333333,0.193526447,7.86
2020-12-20,20.285833333333336,-0.0060415924,4.12
2020-12-21,27.28458333333332,0.058301147,3.13
2020-12-22,27.65666666666667,-0.0044014656,5.35
2020-12-23,31.144166666666667,0.128241733,5.37
2020-12-24,32.642916666666665,-0.0476394334,5.95
2020-12-25,27.045833333333345,0.044903446,6.42
2020-12-26,18.24458333333333,0.054853935,3.18
2020-12-27,18.283749999999998,0.0099435526,2.86
2020-12-28,31.212499999999995,-0.051743414,2.55
2020-12-29,24.745833333333337,-0.0018264826,6.65
2020-12-30,36.26916666666667,-0.085022286,11.63
2020-12-31,30.54708333333332,-0.0450767266,17.97
2021-01-01,31.947916666666675,-0.005081698,7.27
2021-01-02,24.711250000000007,-0.0047534214,18.08
2021-01-03,20.577916666666663,0.019922776,13.9
2021-01-04,25.52083333333333,0.049960386,11.41
2021-01-05,23.742500000000003,0.0200346562,8.24
2021-01-06,23.11125000000001,0.045012377,9.61
2021-01-07,26.58916666666667,-0.0133214494,8.01
2021-01-08,16.295833333333334,-0.031575065,10.0
2021-01-09,11.350416666666668,-0.0266428992,5.36
2021-01-10,13.736666666666666,0.110163398,5.17
2021-01-11,19.764583333333327,0.069935627,5.98
2021-01-12,20.455,0.012321946,6.88
2021-01-13,16.992500000000003,-0.038410083,8.65
2021-01-14,22.357916666666668,-0.0359950488,5.91
2021-01-15,28.06875,0.026572587,13.22
2021-01-16,22.664583333333336,0.0414008172,6.82
2021-01-17,25.500833333333336,0.050103981,6.99
2021-01-18,24.477500000000006,-0.0246811918,10.52
2021-01-19,22.272916666666664,-0.015980979,8.32
2021-01-20,25.849166666666665,0.15679045,7.33
2021-01-21,26.653333333333336,0.051007083,10.33
2021-01-22,20.447499999999994,-0.056567639,9.8
2021-01-23,17.049583333333334,-0.0486057636,8.13
2021-01-24,29.10708333333333,0.033363041,10.54
2021-01-25,40.89958333333333,0.0239509682,7.3
2021-01-26,41.819,-0.14448753,7.84
2021-01-27,26.4625,-0.010069321,6.03
2021-01-28,38.47416666666666,-0.0577783465999999,8.4
2021-01-29,32.36125,-0.02668152,8.85
2021-01-30,23.97208333333333,0.0132697486,7.68
2021-01-31,30.92458333333334,-0.220163405,9.19
2021-02-01,31.80458333333333,0.0576270438,11.04
2021-02-02,40.81875,-0.12505199,10.17
2021-02-03,30.47833333333333,0.067626559,12.88
2021-02-04,29.862499999999997,0.015111411,8.24
2021-02-05,30.332916666666662,0.013358091,13.75
2021-02-06,23.902916666666663,0.0014117029999999,8.56
2021-02-07,26.994166666666658,0.126745895,10.02
2021-02-08,36.250833333333325,0.0254551384,7.83
2021-02-09,28.097916666666663,0.06015845,18.3
2021-02-10,26.017916666666665,-0.0013349232,13.43
2021-02-11,32.83208333333333,-0.699376106,4.96
2021-02-12,29.32083333333333,-0.025042089,6.33
2021-02-13,27.032083333333333,-0.0285627499999999,19.18
2021-02-14,22.47208333333333,-0.033333328,22.02
2021-02-15,25.569583333333338,0.0978319094,21.19
2021-02-16,21.894583333333333,-0.130193114,18.05
2021-02-17,21.72583333333333,-0.0651005132,17.04
2021-02-18,19.198333333333327,-0.245007426,17.7
2021-02-19,25.197499999999994,-0.0776514921999999,14.42
2021-02-20,28.3125,-0.090000004,17.47
2021-02-21,29.811666666666667,0.011545355,22.88
2021-02-22,21.76625,0.0589688053999999,13.66
2021-02-23,13.220416666666669,-0.016706277,17.95
2021-02-24,23.17208333333333,-0.0700150859999999,55.92
2021-02-25,24.38458333333334,-0.040079221,46.92
2021-02-26,8.824583333333333,0.0828192472,20.2
2021-02-27,9.462916666666668,0.152092725,27.15
2021-02-28,17.330833333333334,0.004913349,11.47
2021-03-01,21.284166666666664,0.0119548246,7.98
2021-03-02,18.975,-0.104982674,8.51
2021-03-03,17.58666666666667,-0.0143781281999999,6.96
2021-03-04,14.840416666666664,-0.078410082,5.59
2021-03-05,17.067083333333333,-0.043955438,8.72
2021-03-06,15.774166666666668,-0.084977716,9.12
2021-03-07,8.66625,0.0312239993999999,8.06
2021-03-08,14.251666666666663,0.029970292,7.02
2021-03-09,19.294166666666666,-0.003353139,8.43
2021-03-10,17.437083333333337,0.0166953873999999,8.24
2021-03-11,7.525416666666666,0.003965526,6.31
2021-03-12,14.470416666666672,0.0150871366,3.14
2021-03-13,18.220416666666665,0.075037137,6.13
2021-03-14,10.70173913043478,-0.0354721958,7.38
2021-03-15,17.35333333333334,-0.140000001,7.91
2021-03-16,16.429583333333333,-0.006676568,9.52
2021-03-17,13.590416666666668,-0.01006239,7.22
2021-03-18,15.196250000000004,0.061624575,5.81
2021-03-19,13.774166666666668,0.0020533761999999,2.8
2021-03-20,10.590833333333336,-0.043367993,3.29
2021-03-21,7.416666666666668,0.0229678158,3.38
2021-03-22,9.163333333333332,-0.005007427,1.5
2021-03-23,6.284166666666668,-0.068059447,1.27
2021-03-24,9.04625,0.033983357,1.29
2021-03-25,17.41416666666667,9.22e-13,1.17
2021-03-26,16.62,-0.0162778658,1.76
2021-03-27,15.162083333333335,0.058395229,2.57
2021-03-28,8.04375,-0.0493706413999999,3.4
2021-03-29,13.004583333333336,0.024918303,2.39
2021-03-30,18.651666666666667,-0.0016051029910201429,1.67
2021-03-31,18.72875,-0.015215389,2.62
2021-04-01,13.907916666666669,-0.091426522,3.26
2021-04-02,20.7425,-0.0016764842,3.07
2021-04-03,11.045416666666666,-0.035170827,2.79
2021-04-04,10.127916666666666,0.113390583,2.36
2021-04-05,11.556666666666665,0.018380374,2.08
2021-04-06,8.066666666666666,-0.0085973465999999,1.91
2021-04-07,16.40625,0.125170827,1.83
2021-04-08,16.067083333333333,-0.0730074284,2.25
2021-04-09,15.505,0.030023774,2.34
2021-04-10,14.089583333333335,-0.02173846,2.39
2021-04-11,11.777916666666668,-0.0259673204,1.82
2021-04-12,13.13625,-0.003298673,1.8
2021-04-13,16.1775,0.0926166054,2.01
2021-04-14,16.702083333333334,0.026518121,1.19
2021-04-15,9.840833333333334,0.0131875382,1.04
2021-04-16,12.689166666666669,-0.00606419,1.35
2021-04-17,5.408750000000001,-0.0519263,1.24
2021-04-18,9.4075,-0.010118838,1.44
2021-04-19,12.907083333333334,-0.030079221,1.85
2021-04-20,8.792916666666668,0.0120138645999999,2.1
2021-04-21,14.982916666666668,-0.078014262,1.23
2021-04-22,6.958333333333332,0.0885661016,1.17
2021-04-23,13.81166666666667,0.06509655,1.11
2021-04-24,14.392499999999998,0.002009241,1.67
2021-04-25,14.400416666666665,-0.100000001,2.18
2021-04-26,17.912500000000005,-0.013333334,2.48
2021-04-27,15.437916666666666,-0.086661719,1.47
2021-04-28,16.426250000000003,0.06162953,0.92
2021-04-29,24.313333333333336,-0.0535720467999999,0.95
2021-04-30,26.415000000000003,0.034933154,0.98
2021-05-01,14.86458333333333,0.0570084196,0.97
2021-05-02,13.988333333333332,0.110118836,1.01
2021-05-03,14.364999999999997,0.066617154,0.95
2021-05-04,16.267500000000002,0.0,0.89
2021-05-05,18.93458333333333,-0.048281342,0.91
2021-05-06,15.70041666666667,-0.0067231135999999,0.91
2021-05-07,16.875833333333333,-0.018345712,0.84
2021-05-08,16.46083333333333,0.0865274816,0.87
2021-05-09,15.88958333333334,0.104844026,0.91
2021-05-10,17.862083333333334,0.0430846696,0.87
2021-05-11,15.844583333333334,0.059952453,0.83
2021-05-12,16.297916666666666,-0.075061895,0.75
2021-05-13,17.47458333333333,-0.066671617,0.79
2021-05-14,11.219583333333333,0.037990492,0.74
2021-05-15,11.00125,0.0176612216,0.73
2021-05-16,14.288333333333334,0.042460978,0.71
2021-05-17,17.41083333333334,-0.0486122028,0.73
2021-05-18,17.171666666666663,0.169792041,0.68
2021-05-19,22.43625,0.001990496,0.7
2021-05-20,15.845833333333337,-0.119999997,3.86
2021-05-21,19.02458333333333,-0.014943057,6.66
2021-05-22,19.34833333333333,0.0797727944,7.45
2021-05-23,11.656666666666668,0.004929388,7.47
2021-05-24,15.687083333333334,0.0819340324,7.38
2021-05-25,14.362499999999995,0.070014849,7.4
2021-05-26,20.6775,-0.0540685586,7.5
2021-05-27,23.94125,0.041961961,7.62
2021-05-28,25.812916666666663,0.051604774,7.73
2021-05-29,16.034166666666668,-0.200163409,7.47
2021-05-30,13.503750000000002,0.028345712,7.6
2021-05-31,20.55416666666667,0.0466468581999999,7.42
2021-06-01,13.446666666666667,-0.048360568,4.9
2021-06-02,22.22375000000001,0.0165953646,3.17
2021-06-03,12.831666666666669,-0.05002971,2.65
2021-06-04,19.15875,0.036706276,3.76
2021-06-05,10.654166666666669,0.00833581,6.38
2021-06-06,12.422916666666667,0.01173351,6.9
2021-06-07,14.533333333333331,0.0910519902,6.99
2021-06-08,19.47208333333333,-0.249881163,7.23
2021-06-09,22.172083333333333,-0.0022432494,5.58
2021-06-10,24.700833333333325,0.035037134,8.4
2021-06-11,15.251666666666672,-0.0389925706,5.76
2021-06-12,12.50416666666667,-0.074650921,7.1
2021-06-13,7.452916666666667,0.221911773,4.62
2021-06-14,12.137916666666667,0.08173351,7.14
2021-06-15,14.266249999999998,0.001931094,5.06
2021-06-16,13.814583333333331,-0.0465707072,2.22
2021-06-17,17.55125,0.040029708,5.29
2021-06-18,15.562916666666666,0.0364368699999999,3.5
2021-06-19,11.246666666666664,-0.074962862,8.28
2021-06-20,8.799166666666666,-0.039999999,4.42
2021-06-21,13.302083333333334,0.060059417,6.47
2021-06-22,13.795833333333333,-0.061540406,4.42
2021-06-23,19.968333333333337,-0.0820207806,5.29
2021-06-24,11.907083333333333,0.086696379,3.43
2021-06-25,12.5175,0.0556513158,4.17
2021-06-26,9.909166666666664,-0.015141117,3.32
2021-06-27,11.32375,-0.053341255,2.37
2021-06-28,16.2125,0.005051991,3.61
2021-06-29,18.04083333333333,0.00817736,3.54
2021-06-30,13.66125,0.048301149,4.18
2021-07-01,9.822083333333332,0.0,4.04
2021-07-02,8.012916666666667,0.0829651116,4.16
2021-07-03,8.541666666666668,0.009940583,4.14
2021-07-04,12.3775,-0.0097201631999999,4.24
2021-07-05,13.6025,-0.135126263,4.19
2021-07-06,15.56708333333333,0.096498318,4.26
2021-07-07,13.923333333333334,0.043333333,4.19
2021-07-08,17.305416666666662,0.105042085,4.08
2021-07-09,13.225416666666668,0.0997430854,4.12
2021-07-10,11.420416666666668,0.189999998,3.72
2021-07-11,6.967499999999999,-0.134209992,3.23
2021-07-12,8.680833333333332,-0.0843387798,3.58
2021-07-13,6.182083333333332,0.0385756125999999,3.41
2021-07-14,14.174166666666666,0.0498236701999999,3.28
2021-07-15,13.097916666666668,-0.180000007,3.8
2021-07-16,10.034583333333334,-0.004869928,4.2
2021-07-17,9.645833333333334,-0.01006538,2.38
2021-07-18,6.055,0.0606600016,3.84
2021-07-19,7.161250000000002,0.120133683,4.64
2021-07-20,12.358333333333334,-0.0334115507999999,4.82
2021-07-21,7.346666666666668,0.0,5.15
2021-07-22,21.25375,0.015022282,4.82
2021-07-23,20.852500000000003,-0.1746785451999999,4.85
2021-07-24,16.485416666666662,-0.16023767,4.37
2021-07-25,16.869583333333335,0.0439683082,4.55
2021-07-26,16.62333333333333,0.039999999,3.7
2021-07-27,9.132083333333332,-0.0609933018,3.57
2021-07-28,7.877916666666668,-0.1631317574,4.45
2021-07-29,14.659999999999998,0.0067323736,4.97
2021-07-30,6.86375,0.0287013253999999,5.12
2021-07-31,7.85,-0.0234869936,4.86
2021-08-01,8.566666666666666,0.02,4.98
2021-08-02,10.667500000000002,0.0509743459999999,4.74
2021-08-03,16.014166666666664,-0.0409777172,4.22
2021-08-04,15.718333333333332,0.049866311,3.47
2021-08-05,15.653749999999995,-0.0126164884,2.62
2021-08-06,12.225416666666668,-0.0160000004,3.78
2021-08-07,10.006666666666668,0.0058578968,3.8
2021-08-08,11.75625,-0.0490576874,4.21
2021-08-09,12.699583333333331,0.103306934,4.15
2021-08-10,11.288750000000002,0.0020148544,3.91
2021-08-11,12.01125,-0.07,4.13
2021-08-12,9.244583333333336,0.0419793195999999,2.56
2021-08-13,7.691666666666666,0.189999998,3.39
2021-08-14,12.851666666666668,-0.018086184,3.73
2021-08-15,13.723333333333334,0.029999999,3.29
2021-08-16,14.065000000000005,-0.010282232,36.79
2021-08-17,16.346666666666668,-0.005121312,27.33
2021-08-18,13.028333333333334,-0.17493315,9.82
2021-08-19,13.423333333333332,0.06432418,4.75
2021-08-20,14.86,0.119851455,1.32
2021-08-21,11.44625,-0.0319574156,0.46
2021-08-22,12.241666666666667,-0.0159957131999999,0.03
2021-08-23,13.732083333333334,-0.120237671,18.19
2021-08-24,13.403333333333334,0.185037136,0.04
2021-08-25,11.302083333333334,0.079898961,15.79
2021-08-26,11.267916666666665,-0.0171054664,0.91
2021-08-27,11.164166666666665,-0.013297042,0.06
2021-08-28,9.640416666666669,-0.0073496588,3.43
2021-08-29,11.446666666666664,-0.019985145,3.67
2021-08-30,13.195000000000002,0.0386679934,4.77
2021-08-31,11.725416666666668,-0.090000004,8.0
2021-09-01,13.902916666666664,0.029999999,7.87
2021-09-02,16.245,0.039999999,18.14
2021-09-03,16.541249999999998,0.100000001,23.31
2021-09-04,12.345416666666663,0.0927161792,22.98
2021-09-05,13.873333333333331,-0.029999999,22.56
2021-09-06,15.4925,0.014161734,23.08
2021-09-07,14.050833333333332,-0.0114799447999999,17.6
2021-09-08,10.237916666666669,-0.0252217464,12.86
2021-09-09,20.914583333333333,0.0657843218,12.97
2021-09-10,11.703333333333331,0.0722189536,13.27
2021-09-11,6.00875,0.0460732826,13.88
2021-09-12,14.966666666666669,-0.1536849307999999,14.26
2021-09-13,18.327916666666663,0.0106438875999999,14.82
2021-09-14,18.05291666666667,-0.084008577,14.44
2021-09-15,17.44833333333333,0.0182704496,14.79
2021-09-16,14.765,-0.083864488,14.8
2021-09-17,11.87625,0.065012381,13.97
2021-09-18,14.450833333333334,0.0625205512,13.68
2021-09-19,14.83625,-0.097288325,13.48
2021-09-20,12.394583333333332,0.0570104002,13.82
2021-09-21,16.809166666666666,-0.02,13.84
2021-09-22,12.260416666666664,0.039336628,14.14
2021-09-23,18.492500000000003,-0.0504186958,14.7
2021-09-24,15.13541666666667,-0.0090120414,14.03
2021-09-25,16.414583333333333,-0.006971776,12.24
2021-09-26,14.946666666666667,-0.058489304,13.16
2021-09-27,21.340833333333336,-0.0195150947999999,13.23
2021-09-28,15.026666666666664,-0.090000004,12.33
2021-09-29,14.969166666666668,0.0509826704,11.3
2021-09-30,21.179583333333337,-0.300000012,11.99
2021-10-01,12.64125,-0.0370331584,11.79
2021-10-02,8.178333333333335,0.0190609016,12.13
2021-10-03,10.33375,-0.006574286,12.05
2021-10-04,12.675833333333332,0.1298671898,11.92
2021-10-05,15.286666666666669,0.239999995,11.54
2021-10-06,15.957499999999996,0.0333858188,10.67
2021-10-07,17.47208333333333,0.148454636,12.98
2021-10-08,15.452916666666662,-0.0209955442,14.14
2021-10-09,10.8125,-0.064606361,14.7
2021-10-10,8.285833333333331,-0.779999971,14.56
2021-10-11,8.956666666666665,0.0582961956,14.1
2021-10-12,16.60041666666667,0.360000014,14.18
2021-10-13,16.465416666666666,0.0423130322,12.96
2021-10-14,17.682916666666667,-0.001748362,12.93
2021-10-15,18.2325,-0.097468611,14.47
2021-10-16,16.311666666666667,0.017990887,14.19
2021-10-17,14.585833333333332,-0.037370183,14.44
2021-10-18,25.49541666666666,0.0202192699999999,14.52
2021-10-19,17.417500000000004,-0.0760150544,13.25
2021-10-20,26.141666666666666,0.036345713,16.15
2021-10-21,28.694999999999997,-0.192991674,14.05
2021-10-22,12.573750000000002,-0.0316750846,14.0
2021-10-23,11.253750000000002,-0.041389808,12.13
2021-10-24,17.200833333333332,-0.1304090893999999,13.97
2021-10-25,12.907083333333334,0.01,14.2
2021-10-26,16.966666666666665,0.239999995,14.08
2021-10-27,20.558750000000003,0.0404269688,66.82
2021-10-28,19.528333333333336,-0.133353144,5.58
2021-10-29,18.01291666666666,0.0293749244,4.09
2021-10-30,15.075416666666667,0.028479403,5.43
2021-10-31,21.45208333333333,-0.0190312102,13.36
2021-11-01,16.673750000000002,-0.029896021,12.86
2021-11-02,14.598333333333334,-0.0624791022,16.29
2021-11-03,17.427500000000006,-0.017847847,15.7
2021-11-04,24.71583333333333,0.091733508,15.9
2021-11-05,14.85875,0.0630196628,16.58
2021-11-06,23.14166666666667,0.170017824,17.21
2021-11-07,20.060799999999997,0.044121085,17.43
2021-11-08,23.70208333333333,-0.113377899,16.0
2021-11-09,23.14375,-0.0483571,15.46
2021-11-10,20.406666666666663,0.057967322,13.72
2021-11-11,20.669583333333332,-0.019896019,12.59
2021-11-12,21.427916666666672,-0.0606138334,12.63
2021-11-13,26.0825,-0.02002476,12.6
2021-11-14,14.58375,0.0685474224,11.58
2021-11-15,23.84708333333334,-0.01837047,14.36
2021-11-16,29.365416666666672,0.0505741693999999,10.88
2021-11-17,22.41125,0.094933152,10.93
2021-11-18,22.28708333333333,0.0020302028,11.42
2021-11-19,18.69541666666667,0.029833581,12.67
2021-11-20,16.21791666666667,-0.081797883,12.13
2021-11-21,16.73916666666667,0.0544481472,10.93
2021-11-22,27.561666666666664,0.066651814,16.53
2021-11-23,34.391666666666666,-0.0276161626,11.47
2021-11-24,28.441666666666663,-0.066780552,11.77
2021-11-25,24.70083333333333,-0.020309566,12.86
2021-11-26,33.66708333333332,-0.501396358,13.07
2021-11-27,19.160416666666663,0.101713702,12.89
2021-11-28,18.587083333333336,-0.0160190202,13.01
2021-11-29,25.600416666666664,0.133377895,13.4
2021-11-30,32.315416666666664,0.0554572018,12.03
2021-12-01,26.617500000000007,0.214774698,12.22
2021-12-02,25.00916666666667,0.0537196452,12.85
2021-12-03,26.212083333333336,-0.074903444,12.89
2021-12-04,17.22625,0.0304784606,12.65
2021-12-05,9.727083333333336,0.100000001,11.22
2021-12-06,24.53708333333334,0.053278871,11.55
2021-12-07,33.58625,-0.0016051029910201429,9.88
2021-12-08,29.87125,-0.038236782,11.44
2021-12-09,23.836666666666662,-0.0836839954,12.88
2021-12-10,28.709166666666672,-0.068350665,13.41
2021-12-11,27.299166666666668,-0.0981061878,12.76
2021-12-12,28.92708333333333,0.01,12.88
2021-12-13,27.800416666666663,-0.084933154,13.27
2021-12-14,21.74125,0.0459900945999999,12.57
2021-12-15,24.57708333333333,0.003155081,12.77
2021-12-16,23.48041666666667,0.0320173186,12.36
2021-12-17,24.834583333333327,0.13506189,12.9
2021-12-18,21.73125,-0.086079771,12.5
2021-12-19,28.987916666666667,0.109554365,12.39
2021-12-20,39.82625000000001,0.0473485104,11.9
2021-12-21,33.259166666666665,-0.195349082,12.55
2021-12-22,34.73958333333333,0.160074264,33.04
2021-12-23,23.43041666666667,0.0193328406,12.81
2021-12-24,21.308333333333337,-0.021614675,12.92
2021-12-25,21.55666666666667,-0.0142224184,13.26
2021-12-26,14.952083333333333,0.056656763,12.72
2021-12-27,18.1875,0.0352277624,15.37
2021-12-28,29.63416666666667,-0.320252538,13.59
2021-12-29,30.964166666666667,0.18512626,12.93
2021-12-30,34.559999999999995,-0.0323515246,12.54
2021-12-31,30.95458333333333,-0.029896019,12.78
